Highest Offense Description,Latitude,Longitude,year
CRIMINAL MISCHIEF,30.4267882,-97.75980781,2022
THEFT OF LICENSE PLATE,30.22856912,-97.69507148,2022
BURGLARY NON RESIDENCE,30.29419661,-97.69338847,2022
FAMILY DISTURBANCE,30.23205261,-97.72860737,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2022
FAMILY DISTURBANCE,30.1921948,-97.81284048,2022
BURGLARY OF VEHICLE,30.25854609,-97.74677202,2022
ASSAULT WITH INJURY,30.2679761,-97.73761583,2022
DWI,30.4257778,-97.70264764,2022
MAIL THEFT,30.19520578,-97.85721044,2022
THEFT FROM PERSON,30.36735936,-97.69459247,2022
BURGLARY NON RESIDENCE,30.30592965,-97.74967343,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.28373815,-97.72096012,2022
THEFT,30.27592726,-97.69893284,2022
BURGLARY OF VEHICLE,30.2680489,-97.73442317,2022
DWI,30.26653112,-97.73349447,2022
CRIMINAL TRESPASS,30.3447253,-97.70042168,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.24418174,-97.81009928,2022
POSS OF DRUG PARAPHERNALIA,30.3522535,-97.69281751,2022
BURGLARY OF VEHICLE,30.3659152,-97.7872499,2022
BURGLARY NON RESIDENCE,30.33351295,-97.69150727,2022
AGG ASSAULT,30.35502052,-97.70286172,2022
HARASSMENT,30.20117205,-97.74856777,2022
DWI,30.16291061,-97.79312325,2022
THEFT FROM PERSON,30.26653839,-97.74567389,2022
THEFT,30.46042235,-97.80173145,2022
THEFT,30.20200809,-97.6668813,2022
HARASSMENT,30.20336226,-97.82397015,2022
DWI,30.32651848,-97.72656438,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.34882319,-97.67601201,2022
THEFT,30.2942135,-97.65272742,2022
ASSAULT WITH INJURY,30.48062566,-97.79779956,2022
BURGLARY OF VEHICLE,30.22823527,-97.7329449,2022
FAMILY DISTURBANCE,30.2702663,-97.74341933,2022
VIOL CITY ORDINANCE - WRECKER,30.26144862,-97.74110221,2022
AUTO THEFT,30.37025069,-97.71718296,2022
FAMILY DISTURBANCE,30.38041075,-97.71140032,2022
THEFT,30.23963782,-97.72022403,2022
ASSAULT BY CONTACT,30.32961433,-97.70133818,2022
ASSAULT BY CONTACT FAM/DATING,30.23433699,-97.71398508,2022
FAMILY DISTURBANCE,30.15004117,-97.78616067,2022
BURGLARY NON RESIDENCE,30.29355991,-97.69372283,2022
AUTO THEFT,30.37919393,-97.67300529,2022
THEFT,30.25969748,-97.71571128,2022
DOC DISCHARGE GUN - PUB PLACE,30.38554964,-97.67882582,2022
THEFT OF BICYCLE,30.26612527,-97.75178107,2022
DWI  .15 BAC OR ABOVE,30.40858717,-97.69724956,2022
BURGLARY NON RESIDENCE,30.29222074,-97.69426972,2022
DWI,30.38111708,-97.74046745,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
FAMILY DISTURBANCE,30.2988068,-97.69488518,2022
THEFT OF LICENSE PLATE,30.39837174,-97.72156621,2022
CRIMINAL TRESPASS,30.20619314,-97.70876664,2022
ASSAULT WITH INJURY,30.30491236,-97.71472259,2022
FAMILY DISTURBANCE,30.20524252,-97.75566255,2022
POSS OF FIREARM BY FELON,30.40022631,-97.74672442,2022
AGG ASSAULT,30.23989895,-97.72953607,2022
MAIL THEFT,30.30364432,-97.74368685,2022
THEFT,30.19498094,-97.83135582,2022
EVADING / FOOT,30.2314086,-97.69365729,2022
BURGLARY NON RESIDENCE,30.32817952,-97.66426302,2022
CRIMINAL MISCHIEF,30.39837174,-97.72156621,2022
POSSESSION OF MARIJUANA,30.27868604,-97.66742195,2022
DWI,30.38976209,-97.69476934,2022
FAMILY DISTURBANCE,30.27394359,-97.71338889,2022
THEFT CATALYTIC CONVERTER,30.36993463,-97.72800448,2022
BURGLARY OF VEHICLE,30.21861859,-97.75763959,2022
BURGLARY NON RESIDENCE,30.36871033,-97.70372535,2022
FAMILY DISTURBANCE,30.25755218,-97.69252434,2022
VIOL OF EMERG PROTECTIVE ORDER,30.35890484,-97.70209611,2022
CRED CARD ABUSE - OTHER,30.43494008,-97.84006297,2022
DOC DISCHARGE GUN - PUB PLACE,30.22592074,-97.77135487,2022
FAMILY DISTURBANCE,30.1855878,-97.83271339,2022
AUTO THEFT,30.271867,-97.74668762,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.39837174,-97.72156621,2022
THEFT,30.40193361,-97.71873781,2022
POSS OF DRUG PARAPHERNALIA,30.23540952,-97.72732903,2022
BURGLARY OF VEHICLE,30.33790558,-97.70007828,2022
FAMILY DISTURBANCE,30.14526552,-97.79302049,2022
BURGLARY OF VEHICLE,30.2419058,-97.74251375,2022
BURGLARY OF VEHICLE,30.23178857,-97.71888757,2022
DISTURBANCE - OTHER,30.28478671,-97.7447125,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.286192,-97.74920348,2022
FAMILY DISTURBANCE,30.46178223,-97.79288231,2022
ASSAULT WITH INJURY,30.38107994,-97.68573119,2022
ASSAULT WITH INJURY,30.30916804,-97.74346571,2022
BURGLARY OF VEHICLE,30.35128461,-97.72152191,2022
AUTO THEFT,30.23256094,-97.73196691,2022
CRIMINAL TRESPASS/IN VEHICLE,30.46638998,-97.80854694,2022
FAMILY DISTURBANCE/PARENTAL,30.36926216,-97.69510501,2022
DWI,30.32183282,-97.7221511,2022
FAMILY DISTURBANCE,30.20740026,-97.64576963,2022
DISTURBANCE - OTHER,30.22114878,-97.79899279,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.26908233,-97.73140739,2022
AGG ASSAULT,30.34358238,-97.77135976,2022
CRED CARD ABUSE - OTHER,30.26664758,-97.73869715,2022
DATING DISTURBANCE,30.19773851,-97.79331252,2022
ASSAULT BY THREAT,30.1683339,-97.78259876,2022
THEFT FROM PERSON,30.27025454,-97.75005784,2022
ASSAULT BY THREAT,30.23783528,-97.71317116,2022
AUTO THEFT,30.36570961,-97.68434206,2022
DWI,30.26744445,-97.73553891,2022
DOC DISCHARGE GUN - PUB PLACE,30.19488358,-97.74306232,2022
BURGLARY OF VEHICLE,30.24054105,-97.72324685,2022
THEFT FROM AUTO,30.27179971,-97.75344496,2022
BURGLARY OF VEHICLE,30.32870127,-97.67667085,2022
POSS OF FIREARM BY FELON,30.22225375,-97.78855708,2022
FAMILY DISTURBANCE,30.43606887,-97.82938505,2022
FAMILY DISTURBANCE,30.39654494,-97.72613687,2022
HARASSMENT,30.15528821,-97.79069996,2022
BURGLARY OF VEHICLE,30.31316309,-97.77160313,2022
UNLAWFUL CARRYING WEAPON,30.37212473,-97.71561593,2022
CRIMINAL MISCHIEF,30.28370154,-97.74436449,2022
THEFT,30.20200809,-97.6668813,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.21795096,-97.76657845,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.3659152,-97.7872499,2022
VIOL OF EMERG PROTECTIVE ORDER,30.30435394,-97.76446425,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.40304955,-97.72478379,2022
CRIMINAL MISCHIEF,30.23316933,-97.69635215,2022
FAMILY DISTURBANCE,30.23738859,-97.74150413,2022
FAMILY DISTURBANCE,30.42798425,-97.75800809,2022
AUTO THEFT,30.20524252,-97.75566255,2022
IDENTITY THEFT,30.19354867,-97.87827197,2022
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2022
AGG ASSAULT,30.25285729,-97.73136941,2022
MAIL THEFT,30.42092143,-97.70967318,2022
ASSAULT BY THREAT,30.2673951,-97.75201327,2022
FAMILY DISTURBANCE,30.19723762,-97.7917711,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.2962533,-97.70124957,2022
POSS OF FIREARM BY FELON,30.26665421,-97.73508807,2022
FAMILY DISTURBANCE,30.20344325,-97.80920017,2022
RESISTING ARREST OR SEARCH,30.26735144,-97.73909331,2022
THEFT OF TRAILER,30.2226079,-97.73578205,2022
AUTO THEFT,30.23433699,-97.71398508,2022
BURGLARY OF VEHICLE,30.31340196,-97.77172041,2022
FORGERY AND PASSING,30.3008268,-97.72883362,2022
CRIMINAL TRESPASS,30.2679761,-97.73761583,2022
AGG ASSAULT,30.3662764,-97.69529452,2022
ASSAULT WITH INJURY,30.27020584,-97.74968842,2022
MAIL THEFT,30.42092143,-97.70967318,2022
ASSAULT BY CONTACT,30.2679761,-97.73761583,2022
POSS OF DRUG PARAPHERNALIA,30.29122656,-97.62798802,2022
AUTO THEFT,30.25406516,-97.73613648,2022
CRIMINAL MISCHIEF,30.3991423,-97.74684235,2022
DISTURBANCE - OTHER,30.39602299,-97.70513789,2022
VIOL OF EMERG PROTECTIVE ORDER,30.33193672,-97.69683908,2022
POSS CONTROLLED SUB/NARCOTIC,30.30755468,-97.67805181,2022
DATING DISTURBANCE,30.42746248,-97.84263668,2022
MAIL THEFT,30.23507465,-97.73494311,2022
ASSAULT BY CONTACT,30.20228012,-97.64254616,2022
DOC FIGHTING,30.2680731,-97.73901054,2022
AGG ROBBERY/DEADLY WEAPON,30.3257346,-97.68909195,2022
UNLAWFUL CARRYING WEAPON,30.2854853,-97.6368071,2022
CRIMINAL MISCHIEF,30.33264674,-97.65887924,2022
FRAUD - OTHER,30.29462905,-97.68196035,2022
CRIMINAL TRESPASS,30.2673951,-97.75201327,2022
AUTO THEFT,30.4485078,-97.77136363,2022
THEFT CATALYTIC CONVERTER,30.40949012,-97.69956669,2022
POSS CONTROLLED SUB/NARCOTIC,30.21227287,-97.7526851,2022
FAMILY DISTURBANCE,30.44313312,-97.66588507,2022
ASSAULT BY CONTACT,30.28235139,-97.72363109,2022
CRIMINAL MISCHIEF,30.34064575,-97.73056168,2022
THEFT,30.2665025,-97.73818776,2022
GRAFFITI,30.34064575,-97.73056168,2022
MAIL THEFT,30.18026351,-97.82344938,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.35109258,-97.79635248,2022
THEFT BY SHOPLIFTING,30.39796642,-97.74581418,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.20847131,-97.75483858,2022
DWI  .15 BAC OR ABOVE,30.3376573,-97.70513619,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2022
POSS CONTROLLED SUB/NARCOTIC,30.23800417,-97.7527862,2022
FAMILY DISTURBANCE,30.24206152,-97.75609569,2022
TERRORISTIC THREAT,30.27111367,-97.73378932,2022
THEFT,30.23240364,-97.82641772,2022
FAMILY DISTURBANCE,30.24658852,-97.76513299,2022
THEFT FROM AUTO,30.4060921,-97.85027091,2022
FAMILY DISTURBANCE,30.37158761,-97.86412581,2022
THEFT,30.31611405,-97.70837636,2022
AUTO THEFT,30.20953921,-97.77324596,2022
BURGLARY OF RESIDENCE,30.17712171,-97.8280323,2022
AUTO THEFT,30.22137079,-97.79159846,2022
AUTO THEFT,30.44063841,-97.77947336,2022
FAMILY DISTURBANCE,30.26288738,-97.70560957,2022
ASSAULT BY CONTACT,30.34710309,-97.72255475,2022
FORGERY AND PASSING,30.235593,-97.73541379,2022
THEFT,30.39654494,-97.72613687,2022
FAMILY DISTURBANCE,30.32792582,-97.73275321,2022
CRIMINAL MISCHIEF,30.34602065,-97.69666978,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.22690277,-97.77301375,2022
CRIMINAL MISCHIEF,30.44658645,-97.80024745,2022
FAMILY DISTURBANCE,30.26669189,-97.73884805,2022
THEFT,30.26636905,-97.73770974,2022
AUTO THEFT,30.34642097,-97.67688683,2022
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2022
CRIMINAL MISCHIEF,30.37080666,-97.68410373,2022
BURGLARY OF VEHICLE,30.29532394,-97.74202429,2022
THEFT,30.20187907,-97.80505517,2022
THEFT BY SHOPLIFTING,30.39027593,-97.7426545,2022
DISTURBANCE - OTHER,30.23033048,-97.78712804,2022
THEFT FROM AUTO,30.28903827,-97.74959632,2022
ASSAULT W/INJURY-FAM/DATE VIOL,30.17212467,-97.79717642,2022
CRIMINAL MISCHIEF,30.22225375,-97.78855708,2022
PROSTITUTION,30.14827941,-97.74278586,2022
THEFT,30.32891276,-97.70481321,2022
THEFT,30.26752638,-97.73971914,2022
THEFT BY SHOPLIFTING,30.20479524,-97.77532536,2022
FAMILY DISTURBANCE,30.17777957,-97.82651479,2022
CRIMINAL TRESPASS,30.40966058,-97.71555813,2022
CRIMINAL MISCHIEF,30.14459202,-97.7933135,2022
THEFT BY SHOPLIFTING,30.23400749,-97.82250875,2022
CAPITAL MURDER,30.38039006,-97.6752468,2022
EVADING VEHICLE,30.26622483,-97.74730772,2022
THEFT BY SHOPLIFTING,30.44268296,-97.6642088,2022
MAIL THEFT,30.26488352,-97.76252033,2022
DOC DISPLAY GUN/DEADLY PUB PLC,30.4110599,-97.74808698,2022
POSS CONTROLLED SUB/NARCOTIC,30.2623205,-97.74232712,2022
ASSAULT BY THREAT,30.37135064,-97.75835634,2022
FAMILY DISTURBANCE,30.39785078,-97.66153467,2022
THEFT,30.27020584,-97.74968842,2022
FAILURE TO IDENTIFY,30.4414522,-97.7425389,2022
DISTURBANCE - OTHER,30.41260065,-97.6958102,2022
AUTO THEFT,30.35019863,-97.68786317,2022
DISTURBANCE - OTHER,30.26980514,-97.74973083,2022
AUTO THEFT,30.2049032,-97.71629039,2022
THEFT BY SHOPLIFTING,30.44268296,-97.6642088,2022
FAMILY DISTURBANCE,30.16893039,-97.6311204,2022
DISTURBANCE - OTHER,30.30491236,-97.71472259,2022
CRIMINAL MISCHIEF,30.20302609,-97.79977535,2022
FAMILY DISTURBANCE,30.26455436,-97.77272814,2022
URINATING IN PUBLIC PLACE,30.27015305,-97.74230702,2022
DWI  .15 BAC OR ABOVE,30.33678456,-97.71962515,2022
AUTO THEFT,30.34050756,-97.71944184,2022
BURGLARY OF VEHICLE,30.32415408,-97.69755267,2022
CRIMINAL MISCHIEF,30.2208472,-97.69218824,2022
FAMILY DISTURBANCE,30.24194037,-97.75773026,2022
FAMILY DISTURBANCE,30.31530419,-97.70844911,2022
THEFT-NO SUSPECT/FOLLOWUP,30.2534773,-97.76235198,2022
ROBBERY BY ASSAULT,30.26643584,-97.740737,2022
POSSESSION OF MARIJUANA,30.28753772,-97.70703015,2022
POSS CONTROLLED SUB/NARCOTIC,30.21558955,-97.74926502,2022
HARASSMENT,30.46042235,-97.80173145,2022
THEFT,30.30235568,-97.70215449,2022
CRIMINAL MISCHIEF,30.23496305,-97.7183772,2022
DWI,30.32038429,-97.69412396,2022
THEFT,30.27025454,-97.75005784,2022
THEFT,30.36435183,-97.79232142,2022
THEFT OF LICENSE PLATE,30.39986155,-97.72287431,2022
BURGLARY OF VEHICLE,30.26876445,-97.74667886,2022
FAMILY DISTURBANCE,30.33861494,-97.71349386,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.37520795,-97.67854904,2022
THEFT FROM PERSON,30.28791106,-97.74484738,2022
BURGLARY OF VEHICLE,30.25660993,-97.73847899,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.24307585,-97.80019122,2022
WARRANT ARREST NON TRAFFIC,30.21722543,-97.75524143,2022
ASSAULT WITH INJURY,30.31102988,-97.70709452,2022
BURGLARY OF VEHICLE,30.23178857,-97.71888757,2022
ASSAULT WITH INJURY,30.28558291,-97.66459473,2022
FAMILY DISTURBANCE,30.2639532,-97.72614351,2022
CRIMINAL MISCHIEF,30.31852904,-97.70341904,2022
DISTURBANCE - OTHER,30.37493766,-97.72611518,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.20753295,-97.75645323,2022
THEFT OF BICYCLE,30.25733763,-97.71570873,2022
THEFT,30.27025454,-97.75005784,2022
BURGLARY OF RESIDENCE,30.24263577,-97.7227911,2022
DEADLY CONDUCT,30.25692252,-97.7234028,2022
FAMILY DISTURBANCE,30.34882319,-97.67601201,2022
CRIMINAL TRESPASS,30.27056889,-97.75405771,2022
THEFT FROM PERSON,30.27020584,-97.74968842,2022
THEFT,30.27020584,-97.74968842,2022
AUTO THEFT,30.23653697,-97.71329824,2022
THEFT,30.23653697,-97.71329824,2022
ASSAULT BY THREAT,30.27677066,-97.69033811,2022
ASSAULT BY THREAT,30.27220461,-97.69806164,2022
FAMILY DISTURBANCE,30.15200469,-97.76304144,2022
THEFT,30.26735144,-97.73909331,2022
FALSE ALARM OR REPORT,30.34398299,-97.7004356,2022
DOC DISCHARGE GUN - PUB PLACE,30.29930666,-97.67369234,2022
BURGLARY OF RESIDENCE,30.23271492,-97.7672788,2022
THEFT,30.26644523,-97.73576858,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
DISTURBANCE - OTHER,30.33127787,-97.72270715,2022
PURSE SNATCHING,30.27020584,-97.74968842,2022
ASSAULT WITH INJURY,30.3564747,-97.69051681,2022
AUTO THEFT,30.39160411,-97.7324475,2022
ASSAULT WITH INJURY,30.22724757,-97.76098521,2022
THEFT BY SHOPLIFTING,30.40153432,-97.74598495,2022
THEFT OF AUTO PARTS,30.1403564,-97.80051916,2022
ASSAULT ON PUBLIC SERVANT,30.33624245,-97.68822685,2022
AUTO THEFT,30.26821794,-97.73869297,2022
BURGLARY OF VEHICLE,30.29078005,-97.72357434,2022
BURGLARY OF RESIDENCE,30.3257346,-97.68909195,2022
FAMILY DISTURBANCE,30.17874664,-97.7577432,2022
THEFT,30.22114878,-97.79899279,2022
AGG ROBBERY/DEADLY WEAPON,30.42871297,-97.76047052,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.27424864,-97.77435005,2022
DISTURBANCE - OTHER,30.19271833,-97.75474293,2022
MAIL THEFT,30.17983791,-97.82320402,2022
CRIMINAL TRESPASS,30.30440277,-97.71562712,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.29110828,-97.74954724,2022
DWI,30.31047863,-97.74217525,2022
BURGLARY OF VEHICLE,30.21729993,-97.69088863,2022
DATING DISTURBANCE,30.40934374,-97.69873297,2022
BURGLARY OF VEHICLE,30.45092914,-97.78260369,2022
ASSAULT BY THREAT,30.19731659,-97.77213239,2022
ASSAULT BY CONTACT,30.26735144,-97.73909331,2022
FAMILY DISTURBANCE,30.16104246,-97.79919214,2022
HARASSMENT,30.38953374,-97.70132689,2022
AUTO THEFT,30.40305158,-97.73409957,2022
FRAUD - OTHER,30.30642702,-97.66943555,2022
DATING DISTURBANCE,30.23318509,-97.7400966,2022
AUTO THEFT,30.32369603,-97.7257244,2022
IDENTITY THEFT,30.42986414,-97.84493908,2022
AUTO THEFT,30.29067402,-97.72674331,2022
BURGLARY OF VEHICLE,30.22319917,-97.80504816,2022
THEFT-NO SUSPECT/FOLLOWUP,30.19299708,-97.76505365,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.17292754,-97.79966548,2022
VIOL OF BOND CONDITIONS,30.26122967,-97.90758669,2022
DOC DISCHARGE GUN - PUB PLACE,30.35887297,-97.71923273,2022
FALSE ALARM OR REPORT,30.37176887,-97.68688131,2022
FAMILY DISTURBANCE,30.27321831,-97.81591845,2022
FAMILY DISTURBANCE/PARENTAL,30.22646107,-97.69380835,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.16699368,-97.73037035,2022
FAMILY DISTURBANCE,30.39759159,-97.7051808,2022
AUTO THEFT,30.22171252,-97.77203022,2022
THEFT OF LICENSE PLATE,30.30738273,-97.70923515,2022
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2022
ASSAULT WITH INJURY,30.22667572,-97.7699128,2022
THEFT,30.27036314,-97.75039714,2022
THEFT OF LICENSE PLATE,30.30022943,-97.6986625,2022
THEFT,30.32736764,-97.69119362,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.24943415,-97.8029547,2022
ASSAULT WITH INJURY,30.46793555,-97.79250733,2022
THEFT,30.267699,-97.73792112,2022
CRIMINAL MISCHIEF,30.37452301,-97.71049777,2022
THEFT OF AUTO PARTS,30.44338062,-97.66707495,2022
CRIMINAL MISCHIEF,30.23653697,-97.71329824,2022
THEFT,30.37250619,-97.7181368,2022
FAMILY DISTURBANCE,30.35639589,-97.66400233,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
DWI 2ND,30.2069861,-97.75756976,2022
AGG ASSAULT,30.18580773,-97.78196969,2022
DWI,30.21270062,-97.70515393,2022
CRED CARD ABUSE - OTHER,30.26664758,-97.73869715,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.20163118,-97.76935196,2022
AGG ROBBERY/DEADLY WEAPON,30.31255268,-97.70919917,2022
CRIMINAL MISCHIEF,30.45092914,-97.78260369,2022
DWI,30.2250572,-97.76709903,2022
THEFT,30.33198141,-97.73975561,2022
DATING DISTURBANCE,30.2680731,-97.73901054,2022
BURGLARY OF VEHICLE,30.42603266,-97.77304961,2022
AGG ROBBERY/DEADLY WEAPON,30.44139787,-97.74748262,2022
AGG ROBBERY/DEADLY WEAPON,30.33336529,-97.70466336,2022
ASSAULT WITH INJURY,30.34871974,-97.69497869,2022
DWI,30.37001176,-97.69036788,2022
DOC DISCHARGE GUN - PUB PLACE,30.18739938,-97.76364167,2022
CRIMINAL MISCHIEF,30.26568603,-97.74418856,2022
HARASSMENT,30.35673226,-97.65085987,2022
MAIL THEFT,30.42092143,-97.70967318,2022
CRIMINAL MISCHIEF,30.22758962,-97.72715997,2022
ASSAULT WITH INJURY,30.44530254,-97.66678052,2022
THEFT BY SHOPLIFTING,30.44268296,-97.6642088,2022
FAMILY DISTURBANCE,30.47675373,-97.77494682,2022
MAIL THEFT,30.21743651,-97.89233014,2022
FAILURE TO IDENTIFY,30.24196932,-97.78530703,2022
AGG ASSAULT WITH MOTOR VEH,30.19315917,-97.77700117,2022
FAMILY DISTURBANCE,30.23040142,-97.72977629,2022
RAPE OF A CHILD,,,2022
THEFT OF BICYCLE,30.25533218,-97.71595635,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.2088906,-97.73869684,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.46678647,-97.81010818,2022
THEFT,30.27020584,-97.74968842,2022
FAMILY DISTURBANCE,30.45158022,-97.77413585,2022
ASSAULT WITH INJURY,30.19049955,-97.76943208,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
THEFT,30.32915471,-97.70400447,2022
DATING DISTURBANCE,30.28068719,-97.73811063,2022
THEFT CATALYTIC CONVERTER,30.39353613,-97.72559956,2022
AUTO THEFT,30.29948141,-97.70804903,2022
AGG ASSAULT,30.2249981,-97.80338903,2022
FAMILY DISTURBANCE,30.31804095,-97.70228473,2022
THEFT FROM PERSON,30.27002311,-97.75044743,2022
BURGLARY OF VEHICLE,30.40543647,-97.73737648,2022
BURGLARY NON RESIDENCE,30.40713449,-97.85169413,2022
ASSAULT BY CONTACT,30.22625522,-97.61363919,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.40711173,-97.79054705,2022
HARASSMENT,30.22793174,-97.82881097,2022
BURGLARY OF VEHICLE,30.40711173,-97.79054705,2022
BURGLARY OF VEHICLE,30.23463479,-97.72493952,2022
CRIMINAL MISCHIEF,30.37556787,-97.67268978,2022
THEFT OF TRAILER,30.42417759,-97.66880898,2022
THEFT,30.26685938,-97.74318437,2022
THEFT OF LICENSE PLATE,30.36620826,-97.74364038,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.25723584,-97.67125847,2022
BURGLARY OF VEHICLE,30.39353613,-97.72559956,2022
FRAUD - OTHER,30.3365449,-97.69155742,2022
BURGLARY OF RESIDENCE,30.3069193,-97.65860325,2022
FAMILY DISTURBANCE,30.36620826,-97.74364038,2022
MAIL THEFT,30.27419867,-97.7473381,2022
CRIMINAL MISCHIEF,30.31702008,-97.70333336,2022
DWI 2ND,30.21913983,-97.68276573,2022
THEFT OF BICYCLE,30.29246578,-97.72275227,2022
DATING DISTURBANCE,30.36055719,-97.71281221,2022
CRIMINAL MISCHIEF,30.28185591,-97.6663013,2022
ROBBERY BY ASSAULT,30.35652561,-97.69419114,2022
FRAUD - OTHER,30.4368002,-97.73038347,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.21249215,-97.75824945,2022
AGG ASSAULT ON PUBLIC SERVANT,30.30765926,-97.67354455,2022
AUTO THEFT,30.22899126,-97.72062928,2022
DISTURBANCE - OTHER,30.4361056,-97.82492782,2022
AUTO THEFT,30.37212822,-97.70086937,2022
THEFT,30.21178201,-97.74023101,2022
CRIMINAL MISCHIEF,30.30487233,-97.64398068,2022
ASSAULT BY CONTACT,30.23739327,-97.68326251,2022
AUTO THEFT,30.40087563,-97.85202022,2022
ASSAULT WITH INJURY,30.27877743,-97.67195099,2022
BURGLARY OF VEHICLE,30.29976243,-97.68974016,2022
ASSAULT BY THREAT,30.31255862,-97.66379797,2022
DWI,30.17894545,-97.7785073,2022
CRIMINAL MISCHIEF,30.26752153,-97.66937156,2022
AUTO THEFT,30.43483517,-97.78071581,2022
DOC FIGHTING,30.30491236,-97.71472259,2022
THEFT-NO SUSPECT/FOLLOWUP,30.2323448,-97.75924994,2022
POSS CONTROLLED SUB/NARCOTIC,30.22967724,-97.73014105,2022
DOC DISPLAY GUN/DEADLY PUB PLC,30.35707313,-97.68472831,2022
THEFT OF AUTO PARTS,30.30490831,-97.74539945,2022
DOC FIGHTING,30.36314082,-97.69702639,2022
DISTURBANCE - OTHER,30.38542825,-97.73645584,2022
FAMILY DISTURBANCE,30.1625575,-97.82879596,2022
AGG ASSAULT,30.31312381,-97.65279174,2022
ASSAULT WITH INJURY,30.30491236,-97.71472259,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.34715945,-97.80037855,2022
MAIL THEFT,30.31722663,-97.70240838,2022
BURGLARY OF RESIDENCE,30.22249994,-97.70447557,2022
THEFT,30.25603626,-97.7268832,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.35138528,-97.70773047,2022
BURGLARY OF VEHICLE,30.16447293,-97.82857858,2022
FAMILY DISTURBANCE,30.35581577,-97.67646317,2022
ONLINE SOLICITATION OF A MINOR,30.33174263,-97.68835022,2022
THEFT-NO SUSPECT/FOLLOWUP,30.22724757,-97.76098521,2022
FAMILY DISTURBANCE,30.2437569,-97.86237684,2022
THEFT,30.27036314,-97.75039714,2022
FRAUD - OTHER,30.36045835,-97.75434018,2022
BURGLARY OF VEHICLE,30.24418174,-97.81009928,2022
FAMILY DISTURBANCE/PARENTAL,30.3365449,-97.69155742,2022
CRIMINAL MISCHIEF,30.42654056,-97.74721474,2022
FAMILY DISTURBANCE,30.33096803,-97.72207824,2022
IDENTITY THEFT,30.3131535,-97.69826525,2022
FAMILY DISTURBANCE,30.28460008,-97.67672792,2022
CRIMINAL TRESPASS,30.26052362,-97.71374355,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.25854609,-97.74677202,2022
FAMILY DISTURBANCE,30.1921948,-97.81284048,2022
ASSAULT WITH INJURY,30.36499057,-97.69790197,2022
HARASSMENT,30.45158022,-97.77413585,2022
INDECENT ASSAULT,30.30491236,-97.71472259,2022
FRAUD - OTHER,30.31911779,-97.81380479,2022
AUTO THEFT,30.21863168,-97.75623947,2022
DAMAGE CITY VEHICLE,30.2304989,-97.76772726,2022
DEADLY CONDUCT,30.33802276,-97.69507465,2022
THEFT FROM PERSON,30.18220259,-97.75809428,2022
BURGLARY OF VEHICLE,30.34111104,-97.71801442,2022
THEFT FROM PERSON,30.26980514,-97.74973083,2022
ASSAULT WITH INJURY,30.32233701,-97.69398812,2022
TERRORISTIC THREAT,30.39438783,-97.67065387,2022
THEFT,30.23431486,-97.81882978,2022
POSSESSION OF MARIJUANA,30.18919539,-97.76789639,2022
THEFT BY SHOPLIFTING,30.23520584,-97.7913737,2022
