Highest Offense Description,Latitude,Longitude,year
HARASSMENT,30.32620045,-97.74140111,2024
CRUELTY TO ANIMALS,30.24485427,-97.68535441,2024
ASSAULT WITH INJURY,30.26705683,-97.73676921,2024
ASSAULT ON PUBLIC SERVANT,30.22746261,-97.890243,2024
THEFT BY SHOPLIFTING,30.21962922,-97.82841821,2024
THEFT,30.39678595,-97.71703403,2024
THEFT,30.38684092,-97.7082973,2024
AUTO THEFT,30.23653697,-97.71329824,2024
FRAUD - OTHER,30.36009364,-97.78424792,2024
CRIMINAL MISCHIEF,30.16970874,-97.7271509,2024
AUTO THEFT,30.22111053,-97.75655337,2024
AUTO THEFT,30.26333282,-97.78636857,2024
AUTO THEFT,30.29246177,-97.67797578,2024
THEFT OF BICYCLE,30.27600016,-97.74952067,2024
THEFT BY SHOPLIFTING,30.39160411,-97.7324475,2024
BURGLARY OF RESIDENCE,30.2942081,-97.74206376,2024
AUTO THEFT,30.21656061,-97.76746727,2024
ROBBERY BY ASSAULT,30.26696053,-97.71581536,2024
CRASH/FAIL STOP AND RENDER AID,30.37917506,-97.72498868,2024
THEFT,30.26745199,-97.73238604,2024
DISTURBANCE - OTHER,30.34478541,-97.69558416,2024
FAMILY DISTURBANCE,30.28949007,-97.72870852,2024
THEFT OF BICYCLE,30.2007591,-97.76934028,2024
ASSAULT BY CONTACT,30.43105179,-97.7643659,2024
FAMILY DISTURBANCE,30.35376458,-97.67781993,2024
THEFT BY SHOPLIFTING,30.30635266,-97.70916489,2024
RAPE,,,2024
MAIL THEFT,30.39003535,-97.75857435,2024
CRED CARD ABUSE - OTHER,30.24790772,-97.84521842,2024
POSS OF PROHIBITED WEAPON,30.33786402,-97.68098138,2024
FORGERY - OTHER,30.43765258,-97.77786705,2024
BURGLARY OF VEHICLE,30.38956251,-97.73879051,2024
HARASSMENT,30.3098059,-97.73028401,2024
FORGERY AND PASSING,30.2408624,-97.73404615,2024
EXPLOITATION OF CHILD/ELDERLY,30.36425904,-97.68162568,2024
FAMILY DISTURBANCE,30.35353282,-97.6927032,2024
IDENTITY THEFT,30.39073808,-97.69234416,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.37520795,-97.67854904,2024
FAMILY DISTURBANCE/PARENTAL,30.16797666,-97.62087876,2024
CHILD CUSTODY INTERFERE,30.41382995,-97.69099116,2024
AUTO THEFT,30.3097935,-97.64335853,2024
BURGLARY NON RESIDENCE,30.34889763,-97.72694585,2024
MAIL THEFT,30.36670148,-97.70166137,2024
CRIMINAL MISCHIEF,30.2208472,-97.69218824,2024
BURGLARY OF VEHICLE,30.16291061,-97.79312325,2024
MAIL THEFT,30.24647481,-97.75290513,2024
MAIL THEFT,30.2673951,-97.75201327,2024
THEFT,30.23297487,-97.72378708,2024
THEFT OF BICYCLE,30.39968443,-97.67858577,2024
CRIMINAL MISCHIEF,30.38262689,-97.68885787,2024
POSSESSION OF MARIJUANA,30.38809538,-97.73465502,2024
DOC EXPOSURE,30.26099113,-97.73738858,2024
THEFT OF LICENSE PLATE,30.29069176,-97.6724655,2024
VIOL OF PROTECTIVE ORDER,30.19835661,-97.78925936,2024
AUTO THEFT,30.29913321,-97.66310117,2024
DWI,30.40714371,-97.66335236,2024
THEFT OF LICENSE PLATE,30.4540371,-97.79788016,2024
THEFT,30.25214599,-97.76508655,2024
CRIMINAL MISCHIEF,30.2208472,-97.69218824,2024
CRUELTY TO ANIMALS,30.17215583,-97.74351325,2024
ROBBERY BY ASSAULT,30.3312246,-97.70140205,2024
CRIMINAL MISCHIEF-NO SUSPECT,30.13294334,-97.79727088,2024
AUTO THEFT,30.22196397,-97.79266279,2024
DATING DISTURBANCE,30.20187907,-97.80505517,2024
DWI,30.29813309,-97.74847805,2024
DRIVING WHILE INTOX / FELONY,30.34300213,-97.6991464,2024
IDENTITY THEFT,30.30754289,-97.71424231,2024
TERRORISTIC THREAT,30.23474466,-97.75536289,2024
AUTO THEFT,30.23770202,-97.72794185,2024
DISTURBANCE - OTHER,30.35729471,-97.66807504,2024
ASSAULT BY THREAT,30.27394359,-97.71338889,2024
FAMILY DISTURBANCE,30.35465196,-97.70433696,2024
MAIL THEFT,30.37982219,-97.74239924,2024
DATING DISTURBANCE,30.29930666,-97.67369234,2024
THEFT BY SHOPLIFTING,,,2024
FAMILY DISTURBANCE,30.30161114,-97.65044897,2024
THEFT OF LICENSE PLATE,30.44938566,-97.79089496,2024
FAMILY DISTURBANCE,30.33071247,-97.66491585,2024
AGG FORCED SODOMY OF CHILD,,,2024
POSS OF DRUG PARAPHERNALIA,30.26849718,-97.74311508,2024
FAMILY DISTURBANCE,30.4067171,-97.71296949,2024
THEFT BY SHOPLIFTING,30.2200027,-97.75439457,2024
FAMILY DISTURBANCE,30.2444823,-97.76900296,2024
TAMPERING WITH EVIDENCE,30.27032806,-97.73248283,2024
FAMILY DISTURBANCE,30.4443178,-97.77461123,2024
BURGLARY OF VEHICLE,30.18927582,-97.82722328,2024
DWI,30.42171682,-97.80660386,2024
MAIL THEFT,30.46005291,-97.79041347,2024
THEFT OF LICENSE PLATE,30.1610652,-97.78883256,2024
ASSAULT BY THREAT,30.20972792,-97.65105655,2024
DOC FIGHTING,30.26760113,-97.74015122,2024
BURGLARY OF VEHICLE,30.19062708,-97.78587902,2024
THEFT,30.42045724,-97.74887586,2024
THEFT FROM BUILDING,30.28970289,-97.71015,2024
BURGLARY OF VEHICLE,30.25788603,-97.80700704,2024
AUTO THEFT,30.15354453,-97.8386344,2024
THEFT,30.25494178,-97.74738498,2024
MAIL THEFT,30.46005291,-97.79041347,2024
ASSAULT WITH INJURY,30.33830656,-97.71603574,2024
CRIMINAL MISCHIEF,30.30552185,-97.66162478,2024
FAMILY DISTURBANCE,30.35353282,-97.6927032,2024
MAIL THEFT,30.46005291,-97.79041347,2024
THEFT,30.37919393,-97.67300529,2024
CRIMINAL TRESPASS,30.35547286,-97.73354229,2024
CRIMINAL TRESPASS,30.36983057,-97.71586851,2024
ASSAULT BY THREAT,30.37239143,-97.71561186,2024
AUTO THEFT,30.34546733,-97.69758233,2024
DISTURBANCE - OTHER,30.41019764,-97.67837875,2024
AUTO THEFT,30.44313579,-97.78750786,2024
FAMILY DISTURBANCE,30.42123204,-97.69932519,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.31020286,-97.71385629,2024
ASSAULT BY CONTACT,30.25654956,-97.71160198,2024
BURGLARY OF VEHICLE,30.38956251,-97.73879051,2024
POSS CONTROLLED SUB/NARCOTIC,30.27547822,-97.71675052,2024
FAMILY DISTURBANCE,30.2889768,-97.76858146,2024
THEFT OF BICYCLE,30.29851435,-97.73455364,2024
UNLAWFUL CARRYING WEAPON,30.3182641,-97.70793744,2024
FAMILY DISTURBANCE,30.18055281,-97.80349537,2024
BURGLARY OF VEHICLE,30.38956251,-97.73879051,2024
FAMILY DISTURBANCE,30.46678647,-97.81010818,2024
CRIMINAL TRESPASS,30.2679761,-97.73761583,2024
CRIMINAL MISCHIEF,30.26459432,-97.73008038,2024
CRIMINAL MISCHIEF,30.38956251,-97.73879051,2024
BURGLARY OF VEHICLE,30.32876703,-97.71462682,2024
FAMILY DISTURBANCE,30.27270295,-97.72483619,2024
PROTECTIVE ORDER,30.26293268,-97.69056168,2024
ASSAULT BY THREAT,30.19179799,-97.73127561,2024
DWI - CHILD PASSENGER,30.15655616,-97.76152154,2024
DWI,30.19116153,-97.87454935,2024
ASSAULT BY THREAT,30.28545517,-97.6832233,2024
CRIMINAL TRESPASS,30.27220461,-97.69806164,2024
ASSAULT WITH INJURY,30.33851059,-97.71875714,2024
AUTO THEFT,30.43380686,-97.78087,2024
ASSAULT BY CONTACT,30.26255754,-97.74493781,2024
THEFT OF BICYCLE,30.32436754,-97.75047322,2024
POSS OF DRUG PARAPHERNALIA,30.2577891,-97.7197708,2024
FAMILY DISTURBANCE,30.22203621,-97.80451171,2024
FAMILY DISTURBANCE,30.35733638,-97.65147103,2024
PROTECTIVE ORDER,30.33058548,-97.67614971,2024
FAMILY DISTURBANCE,30.29699383,-97.64693236,2024
AUTO THEFT,30.44553012,-97.78730811,2024
UNLAWFUL CARRYING WEAPON,30.22818914,-97.72810346,2024
ASSAULT WITH INJURY,30.41400576,-97.7086714,2024
POSS CONTROLLED SUB/NARCOTIC,30.2679761,-97.73761583,2024
BURGLARY OF VEHICLE,30.17618968,-97.8473752,2024
AUTO THEFT,30.27763267,-97.72908232,2024
THEFT OF BICYCLE,30.22840368,-97.71838693,2024
CRIMINAL MISCHIEF-NO SUSPECT,30.28839445,-97.6744177,2024
POSS OF DRUG PARAPHERNALIA,30.26726112,-97.7381642,2024
FAMILY DISTURBANCE,30.35037416,-97.7037527,2024
DEL CONTROLLED SUB/NARCOTIC,30.26726112,-97.7381642,2024
FAMILY DISTURBANCE,30.18433607,-97.83241338,2024
CRIMINAL TRESPASS,30.26068021,-97.72952058,2024
AUTO THEFT,30.2316152,-97.73645832,2024
MAIL THEFT,30.46005291,-97.79041347,2024
FRAUD - OTHER,30.31160259,-97.70645444,2024
CRIMINAL MISCHIEF,30.33316291,-97.80859647,2024
ASSAULT BY THREAT,30.27207917,-97.70816365,2024
MAIL THEFT,30.46005291,-97.79041347,2024
AUTO THEFT,30.37084254,-97.70939888,2024
FRAUD - OTHER,30.22523811,-97.87617749,2024
POSS CONTROLLED SUB/NARCOTIC,30.37025069,-97.71718296,2024
THEFT OF BICYCLE,30.45158022,-97.77413585,2024
AGG ASSAULT,30.35805112,-97.68707058,2024
AUTO THEFT,30.24199381,-97.75300586,2024
AUTO THEFT,30.3041192,-97.70298442,2024
CRIMINAL TRESPASS,30.39438783,-97.67065387,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.36906131,-97.71321551,2024
AUTO THEFT,30.22898359,-97.76732093,2024
DOC DISPLAY GUN/DEADLY PUB PLC,30.26718329,-97.74696519,2024
HARASSMENT,30.20264034,-97.77030358,2024
THEFT BY SHOPLIFTING,30.2200027,-97.75439457,2024
AUTO THEFT,30.37358984,-97.69690886,2024
THEFT OF LICENSE PLATE,30.37673724,-97.68747138,2024
BURGLARY OF RESIDENCE,30.19641298,-97.74212212,2024
THEFT BY SHOPLIFTING,30.23282018,-97.7924247,2024
CRIMINAL MISCHIEF,30.25542233,-97.74312684,2024
AUTO THEFT,30.17665705,-97.78470887,2024
AUTO THEFT,30.33597737,-97.68151838,2024
AUTO THEFT,30.30556492,-97.62801082,2024
MAIL THEFT,30.46005291,-97.79041347,2024
DWI,30.22758962,-97.72715997,2024
THEFT BY SHOPLIFTING,30.31314733,-97.70587032,2024
CRIMINAL TRESPASS,30.36975211,-97.71525847,2024
DWI,30.29066668,-97.74442803,2024
FRAUD - OTHER,30.21191191,-97.77127991,2024
CRIMINAL TRESPASS,30.27288397,-97.69859762,2024
CUSTODY ARREST TRAFFIC WARR,30.32884413,-97.64198083,2024
AUTO THEFT,30.21515527,-97.79951738,2024
IDENTITY THEFT,30.14860935,-97.79410351,2024
AUTO THEFT,30.21169715,-97.66884005,2024
HARASSMENT,30.27064736,-97.73412191,2024
RENTAL CAR/FAIL TO RETURN,30.34768056,-97.73650168,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.23570679,-97.73980717,2024
RAPE,,,2024
THEFT,30.23581695,-97.72262067,2024
THEFT BY SHOPLIFTING,30.39283702,-97.74417834,2024
AGG ASSAULT,30.27677066,-97.69033811,2024
BURGLARY OF RESIDENCE,30.32062863,-97.70857057,2024
CRIMINAL MISCHIEF,30.25463723,-97.74524201,2024
TAMPER WITH ELECTRONIC MONITORING DEVICE,30.24200034,-97.7568829,2024
FRAUD - OTHER,30.17212467,-97.79717642,2024
MAIL THEFT,30.27605918,-97.68026489,2024
FAMILY DISTURBANCE,30.2346532,-97.69508582,2024
FAMILY DISTURBANCE,30.26884842,-97.71049168,2024
BURGLARY OF RESIDENCE,30.18929009,-97.82949918,2024
THEFT,30.23273544,-97.77504142,2024
AGG ROBBERY/DEADLY WEAPON,30.26617478,-97.73613073,2024
ROBBERY BY ASSAULT,30.27175094,-97.73809103,2024
VIOL OF PROTECTIVE ORDER,30.33148997,-97.72164243,2024
ASSAULT BY CONTACT FAM/DATING,30.40926561,-97.85053821,2024
AGG RAPE OF A CHILD,,,2024
BURGLARY OF VEHICLE,30.36790421,-97.70626259,2024
MAIL THEFT,30.24216747,-97.75575709,2024
BURGLARY NON RESIDENCE,30.25062781,-97.67939866,2024
CRIMINAL MISCHIEF,30.27025738,-97.69619144,2024
INTER EMERG PHONECALL FAM/DATE,30.38806505,-97.61545509,2024
BURGLARY OF RESIDENCE,30.40925577,-97.74318206,2024
AUTO THEFT,30.43235896,-97.74673805,2024
DISTURBANCE - OTHER,30.29020675,-97.74780294,2024
AUTO THEFT,30.37685798,-97.67336157,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.20062839,-97.80119339,2024
BURGLARY OF VEHICLE,30.15247144,-97.84199766,2024
BURGLARY OF VEHICLE,30.31294261,-97.77158045,2024
BURGLARY NON RESIDENCE,30.34379844,-97.69854753,2024
BURGLARY OF COIN-OP MACHINE,30.26068194,-97.72055426,2024
BURGLARY OF VEHICLE,30.32141998,-97.6792776,2024
ASSAULT WITH INJURY,30.26689324,-97.73751821,2024
FRAUD - OTHER,30.47382683,-97.79265043,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.25085303,-97.8962847,2024
THEFT,30.37167157,-97.67114785,2024
BURGLARY OF VEHICLE,30.20029929,-97.8533754,2024
THEFT,30.34949994,-97.69667299,2024
THEFT,30.41019764,-97.67837875,2024
DISTURBANCE - OTHER,30.25172754,-97.6986997,2024
CRIMINAL MISCHIEF,30.38664671,-97.68453143,2024
THEFT,30.22306967,-97.74582184,2024
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2024
THEFT,30.28049976,-97.72197943,2024
CRIMINAL MISCHIEF,30.30408237,-97.68823031,2024
AGG ASSAULT,30.29357141,-97.71991747,2024
BURGLARY OF VEHICLE,30.21054992,-97.75275962,2024
FAMILY DISTURBANCE,30.37919393,-97.67300529,2024
MAIL THEFT,30.23144175,-97.75947671,2024
FRAUD - OTHER,30.39502398,-97.7187031,2024
ASSAULT BY THREAT,30.20246499,-97.8438019,2024
AUTO THEFT,30.15655616,-97.76152154,2024
ASSAULT BY CONTACT,30.27096492,-97.74083717,2024
AUTO THEFT,30.18054915,-97.85079267,2024
BURGLARY OF VEHICLE,30.24480998,-97.80792565,2024
DISTURBANCE - OTHER,30.26178149,-97.73879624,2024
ASSAULT BY CONTACT,30.26689324,-97.73751821,2024
BURGLARY OF VEHICLE,30.21818896,-97.69132035,2024
THEFT FROM PERSON,30.4705168,-97.80651783,2024
CRIMINAL MISCHIEF,30.30849365,-97.6663132,2024
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2024
THEFT,30.20264034,-97.77030358,2024
RAPE,,,2024
THEFT FROM PERSON,30.26735144,-97.73909331,2024
DWI  .15 BAC OR ABOVE,30.18782842,-97.76131283,2024
AGG ASSAULT,30.26916226,-97.74772016,2024
BURGLARY OF VEHICLE,30.2003802,-97.78770526,2024
ASSAULT WITH INJURY,30.42922507,-97.76434159,2024
CHILD CUSTODY INTERFERE,30.29979562,-97.73317841,2024
DWI,30.35790594,-97.68749955,2024
FAMILY DISTURBANCE,30.16469364,-97.73683221,2024
BURGLARY OF VEHICLE,30.21040481,-97.65343494,2024
VIOL STATE LAW - OTHER,30.2912944,-97.72654908,2024
POSSESSION OF MARIJUANA,30.26727938,-97.73879424,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.40943014,-97.71868998,2024
THEFT FROM PERSON,30.26829473,-97.7400407,2024
AUTO THEFT,30.33449602,-97.70642402,2024
BURGLARY NON RESIDENCE,30.34687044,-97.6949278,2024
BURGLARY OF VEHICLE,30.31684209,-97.70055798,2024
DWI 2ND,30.16054365,-97.78915962,2024
DWI,30.24023874,-97.72704033,2024
AUTO THEFT,30.31554109,-97.70229583,2024
THEFT BY SHOPLIFTING,30.47599917,-97.79652419,2024
CRIMINAL TRESPASS,30.26371045,-97.72448666,2024
FAMILY DISTURBANCE,30.21162316,-97.84662166,2024
POSS OF DRUG PARAPHERNALIA,30.2316152,-97.73645832,2024
THEFT,30.33915243,-97.69116575,2024
POSSESSION OF MARIJUANA,30.20200809,-97.6668813,2024
DWI,30.23375475,-97.78616674,2024
POSSESSION OF MARIJUANA,30.26752585,-97.73656966,2024
DWI,30.23563315,-97.87698992,2024
FAMILY DISTURBANCE,30.37447157,-97.65569235,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
POSSESSION OF MARIJUANA,30.29298127,-97.74178293,2024
POSS OF DRUG PARAPHERNALIA,30.2660007,-97.74097998,2024
DRIVING WHILE INTOX / FELONY,30.39618396,-97.72664475,2024
CRIMINAL TRESPASS,30.27749587,-97.7425504,2024
POSS OF DRUG PARAPHERNALIA,30.26849718,-97.74311508,2024
AGG ASSAULT,30.30161114,-97.65044897,2024
DATING DISTURBANCE,30.40943014,-97.71868998,2024
HINDERING APPREHENSION,30.23227453,-97.73628539,2024
BURGLARY NON RESIDENCE,30.22947363,-97.70924571,2024
CRIMINAL MISCHIEF,30.25854609,-97.74677202,2024
FAMILY DISTURBANCE,30.25315485,-97.73342695,2024
AUTO THEFT,30.24549981,-97.75912418,2024
BURGLARY NON RESIDENCE,30.37200755,-97.69138848,2024
THEFT,30.26735144,-97.73909331,2024
DATING DISTURBANCE,30.29547117,-97.73842621,2024
ASSAULT BY THREAT,30.33001137,-97.67817568,2024
THEFT FROM PERSON,30.26678659,-97.73917819,2024
THEFT FROM PERSON,30.26708588,-97.74010486,2024
FAMILY DISTURBANCE,30.29686054,-97.68533163,2024
AGG ASSAULT,30.17438233,-97.77876405,2024
FRAUD - OTHER,30.33852728,-97.71418432,2024
INTERFERENCE PUBLIC DUTIES,30.26726204,-97.7409271,2024
AUTO THEFT,30.27314793,-97.70234218,2024
AUTO THEFT,30.3461071,-97.70396098,2024
FAMILY DISTURBANCE,30.35341145,-97.70688248,2024
BURGLARY OF RESIDENCE,30.35102365,-97.71870338,2024
ASSAULT ON PEACE OFFICER,30.19066962,-97.75571258,2024
CRIMINAL MISCHIEF,30.33940518,-97.71784822,2024
FAMILY DISTURBANCE,30.21269486,-97.80151992,2024
DOC DISCHARGE GUN - PUB PLACE,30.32415408,-97.69755267,2024
BURGLARY OF VEHICLE,30.33940606,-97.71924021,2024
AUTO THEFT,30.31582358,-97.7328543,2024
POSS CONTROLLED SUB/NARCOTIC,30.22637821,-97.77442753,2024
ROBBERY BY ASSAULT,30.26726204,-97.7409271,2024
TERRORISTIC THREAT,30.21297425,-97.71139129,2024
AUTO THEFT,30.28239197,-97.71995395,2024
VIOL CITY ORDINANCE - OTHER,30.26744445,-97.73553891,2024
UNLAWFUL CARRYING WEAPON,30.40120965,-97.72289492,2024
FAMILY DISTURBANCE,30.29358315,-97.62770327,2024
THEFT,30.31492677,-97.71918693,2024
CRIMINAL TRESPASS,30.32318054,-97.71083453,2024
INDECENT EXPOSURE,30.26755598,-97.7398229,2024
CRIMINAL MISCHIEF,30.27580263,-97.63583222,2024
CRIMINAL MISCHIEF,30.23783528,-97.71317116,2024
ASSAULT WITH INJURY,30.28805303,-97.74411466,2024
AUTO THEFT,30.38657953,-97.72244396,2024
ASSAULT WITH INJURY,30.2687184,-97.7420857,2024
VIOL OF CAMPING ORDINANCE,30.26058212,-97.74177497,2024
VIOL OF BOND CONDITIONS,30.26868861,-97.73748894,2024
BURGLARY OF VEHICLE,30.25714631,-97.75018678,2024
THEFT OF BICYCLE,30.25053952,-97.76630775,2024
AUTO THEFT,30.28043706,-97.69021237,2024
AUTO THEFT,30.34181113,-97.7172788,2024
FAMILY DISTURBANCE,30.3198323,-97.70796135,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
POSS SYNTHETIC MARIJUANA,30.23452028,-97.72850281,2024
BURGLARY OF VEHICLE,30.17212467,-97.79717642,2024
DISTURBANCE - OTHER,30.16973605,-97.63006912,2024
DWI 2ND,30.26172952,-97.77422879,2024
DOC DISCHARGE GUN - PUB ROAD,30.30981477,-97.65501386,2024
THEFT FROM PERSON,30.27024987,-97.75023541,2024
BURGLARY OF VEHICLE,30.21157791,-97.8410401,2024
FAMILY DISTURBANCE,30.19847331,-97.74173124,2024
DOC DISCHARGE GUN - PUB PLACE,30.296747,-97.62618194,2024
FAMILY DISTURBANCE,30.41585603,-97.68560745,2024
BURGLARY OF VEHICLE,30.25993651,-97.79858929,2024
BURGLARY OF VEHICLE,30.24391457,-97.72737827,2024
AUTO THEFT,30.30166025,-97.76303672,2024
THEFT FROM PERSON,30.26708588,-97.74010486,2024
DOC DISCHARGE GUN - PUB ROAD,30.36067961,-97.67545699,2024
THEFT,30.23358855,-97.72718179,2024
BURGLARY NON RESIDENCE,30.19225171,-97.77714549,2024
FAMILY DISTURBANCE,30.24633121,-97.78129556,2024
AUTO THEFT,30.38274196,-97.70865633,2024
CRIMINAL MISCHIEF,30.26665421,-97.73508807,2024
DOC FIGHTING,30.23783528,-97.71317116,2024
BURGLARY OF VEHICLE,30.13294334,-97.79727088,2024
FAMILY DISTURBANCE,30.34960651,-97.703336,2024
FAMILY DISTURBANCE,30.41482764,-97.66781711,2024
DOC EXPOSURE,30.2690794,-97.7489296,2024
FRAUD - OTHER,30.29377771,-97.74295006,2024
AUTO THEFT,30.30889269,-97.71623123,2024
TERRORISTIC THREAT,30.36827857,-97.67146037,2024
UNLAWFUL CARRYING WEAPON,30.3970051,-97.72428422,2024
AUTO THEFT,30.42092143,-97.70967318,2024
POSS CONTROLLED SUB/NARCOTIC,30.37702862,-97.73726888,2024
THEFT OF BICYCLE,30.39986155,-97.72287431,2024
AUTO THEFT,30.21712798,-97.79872143,2024
ASSAULT BY CONTACT,30.244911,-97.78110502,2024
AUTO THEFT,30.20524252,-97.75566255,2024
FAMILY DISTURBANCE,30.40054942,-97.85051201,2024
AUTO THEFT,30.33434066,-97.68816485,2024
AUTO THEFT,30.32514598,-97.71522286,2024
ASSAULT ON PEACE OFFICER,30.26656779,-97.74481445,2024
FAMILY DISTURBANCE,30.43089087,-97.65530875,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
BURGLARY OF VEHICLE,30.17070846,-97.83579205,2024
ABUSE OF 911,30.2497045,-97.74381243,2024
THEFT FROM PERSON,30.26755343,-97.73467415,2024
ROBBERY BY THREAT,30.36948655,-97.69959977,2024
FAMILY DISTURBANCE,30.37328688,-97.6127249,2024
THEFT OF BICYCLE,30.30460372,-97.71765664,2024
FAMILY DISTURBANCE,30.35746416,-97.7273106,2024
ASSAULT WITH INJURY,30.26735144,-97.73909331,2024
FAMILY DISTURBANCE,30.32028351,-97.69043335,2024
THEFT FROM PERSON,30.26814826,-97.74286145,2024
FAMILY DISTURBANCE,30.28049976,-97.72197943,2024
AUTO THEFT,30.27877743,-97.67195099,2024
AUTO THEFT,30.37022695,-97.7002964,2024
AUTO THEFT,30.20992203,-97.75422037,2024
AUTO THEFT,30.32812935,-97.70201913,2024
THEFT FROM PERSON,30.26654399,-97.73724877,2024
AGG ASSAULT,30.33351295,-97.69150727,2024
FAMILY DISTURBANCE,30.15672521,-97.73625189,2024
CRIMINAL MISCHIEF,30.1567397,-97.83338696,2024
WEAPON VIOL - OTHER,30.26726204,-97.7409271,2024
DATING DISTURBANCE,30.29622334,-97.70260375,2024
BURGLARY OF VEHICLE,30.31504213,-97.71244421,2024
FAMILY DISTURBANCE,30.19029576,-97.73327898,2024
ASSAULT BY CONTACT,30.23342889,-97.73964029,2024
DWI,30.29155318,-97.66481948,2024
BURGLARY OF VEHICLE,30.21191191,-97.77127991,2024
DOC DISCHARGE GUN - PUB PLACE,30.35765079,-97.67529308,2024
CRIMINAL TRESPASS,30.35390901,-97.75348143,2024
FAMILY DISTURBANCE,30.16056764,-97.79244422,2024
FAMILY DISTURBANCE,30.20935614,-97.84587255,2024
DATING DISTURBANCE,30.30754289,-97.71424231,2024
AUTO THEFT,30.18119716,-97.85088049,2024
CHILD CUSTODY INTERFERE,30.50325721,-97.78621717,2024
FRAUD - OTHER,30.43469195,-97.69809716,2024
HARASSMENT,30.45033785,-97.76329937,2024
AUTO THEFT,30.32363647,-97.72834156,2024
VIOL TEMP EX PARTE  ORDER,30.39372235,-97.7014505,2024
FRAUD - OTHER,30.28368487,-97.74231457,2024
BURGLARY OF RESIDENCE,30.28049976,-97.72197943,2024
DEADLY CONDUCT,30.22489033,-97.66922037,2024
DOC DISPLAY GUN/DEADLY PUB PLC,30.34041453,-97.69368696,2024
BURGLARY OF RESIDENCE,30.30125617,-97.64794529,2024
DEBIT CARD ABUSE,30.28757297,-97.74676428,2024
BURGLARY NON RESIDENCE,30.2032693,-97.63270255,2024
BURGLARY OF RESIDENCE,30.20520987,-97.81553434,2024
FAMILY DISTURBANCE,30.23514512,-97.73001583,2024
ASSAULT WITH INJURY,30.50156643,-97.78167866,2024
FAMILY DISTURBANCE,30.25728488,-97.68277674,2024
MAIL THEFT,30.22840368,-97.71838693,2024
DISCLOSE/PROMO INTIMATE VISUAL,,,2024
THEFT FROM PERSON,30.26664758,-97.73869715,2024
BURGLARY NON RESIDENCE,30.35458832,-97.71426513,2024
BURGLARY OF VEHICLE,30.25953721,-97.77572844,2024
THEFT,30.23030213,-97.7412889,2024
THEFT,30.32638063,-97.70486,2024
HARASSMENT,30.43228935,-97.84065841,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.38691898,-97.64722828,2024
THEFT FROM PERSON,30.4104375,-97.74504471,2024
HARASSMENT,30.43228935,-97.84065841,2024
DISTURBANCE - OTHER,30.41482764,-97.66781711,2024
MAIL THEFT,30.1940602,-97.81413422,2024
FAMILY DISTURBANCE,30.41482764,-97.66781711,2024
MAIL THEFT,30.25992829,-97.67389947,2024
FAMILY DISTURBANCE,30.36197755,-97.67425088,2024
TERRORISTIC THREAT-MASS CASLTY,30.33830656,-97.71603574,2024
THEFT BY SHOPLIFTING,30.40305072,-97.7224072,2024
CRIMINAL TRESPASS,30.36582905,-97.69453919,2024
CRIMINAL MISCHIEF,30.31321444,-97.70726647,2024
THEFT,30.20300298,-97.80542472,2024
BURGLARY OF VEHICLE,30.24418174,-97.81009928,2024
FAMILY DISTURBANCE,30.22863461,-97.70615193,2024
BURGLARY OF VEHICLE,30.23504136,-97.71359538,2024
THEFT,30.24539043,-97.7804588,2024
THEFT BY SHOPLIFTING,30.47364861,-97.80131085,2024
THEFT OF BICYCLE,30.22253274,-97.7423905,2024
BURGLARY OF VEHICLE,30.22146491,-97.72690401,2024
BURGLARY OF VEHICLE,30.23895001,-97.72075262,2024
BURGLARY OF RESIDENCE,30.21072601,-97.77882576,2024
CRIMINAL TRESPASS,30.30250505,-97.73862378,2024
HARASSMENT,30.35269767,-97.71825207,2024
FAMILY DISTURBANCE,30.17368492,-97.8063974,2024
AUTO THEFT,30.26340405,-97.72173211,2024
HARASSMENT,30.31216814,-97.68874728,2024
BURGLARY OF VEHICLE,30.16291061,-97.79312325,2024
DEADLY CONDUCT,30.30125617,-97.64794529,2024
BURGLARY OF VEHICLE,30.30020774,-97.68706231,2024
BURGLARY OF VEHICLE,30.33890768,-97.70200101,2024
IDENTITY THEFT,30.24470653,-97.78506375,2024
BURGLARY OF RESIDENCE,30.39236072,-97.82880695,2024
CHILD CUSTODY INTERFERE,30.35162962,-97.67831952,2024
HARASSMENT,30.50156643,-97.78167866,2024
THEFT FROM BUILDING,30.40110688,-97.74947708,2024
THEFT OF SERVICE,30.34334255,-97.7366026,2024
