Highest Offense Description,Latitude,Longitude,year
IDENTITY THEFT,30.35890484,-97.70209611,2021
FAMILY DISTURBANCE,30.37598705,-97.84429287,2021
THEFT,30.26728025,-97.71840804,2021
FAMILY DISTURBANCE,30.38973342,-97.64647729,2021
ASSAULT BY THREAT,30.2341129,-97.72281244,2021
THEFT,30.4554496,-97.76805519,2021
BURGLARY NON RESIDENCE,30.32527073,-97.73935581,2021
KIDNAPPING,30.28513275,-97.70134365,2021
AUTO THEFT,30.34289902,-97.69439904,2021
DAMAGE CITY PROP,30.24250922,-97.71820453,2021
FAMILY DISTURBANCE,30.33191214,-97.73565469,2021
POSS CONTROLLED SUB/SYN NARC,30.22625562,-97.74478634,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.28868774,-97.75048991,2021
FAMILY DISTURBANCE,30.18167427,-97.77743163,2021
RESISTING ARREST OR SEARCH,30.20557837,-97.77515264,2021
FAMILY DISTURBANCE/PARENTAL,30.21743651,-97.89233014,2021
HARASSMENT,30.42752937,-97.70504365,2021
BURGLARY OF VEHICLE,30.32380908,-97.71346153,2021
THEFT,30.20916378,-97.8159031,2021
FRAUD - OTHER,30.34882319,-97.67601201,2021
FAMILY DISTURBANCE,30.29781227,-97.74158031,2021
THEFT OF BICYCLE,30.22417294,-97.69648692,2021
BURGLARY OF VEHICLE,30.3935699,-97.69750786,2021
TERRORISTIC THREAT,30.27141771,-97.69684417,2021
ASSAULT BY THREAT,30.30013272,-97.6828995,2021
BURGLARY OF RESIDENCE,30.14860935,-97.79410351,2021
THEFT,30.16548757,-97.78952006,2021
AUTO THEFT,30.33186393,-97.68649841,2021
FAMILY DISTURBANCE,30.23322022,-97.83668398,2021
DEBIT CARD ABUSE,30.1380168,-97.80000773,2021
MAIL THEFT,30.20549514,-97.73862021,2021
BURGLARY NON RESIDENCE,30.22205311,-97.79382906,2021
AGG ASSAULT,30.35968289,-97.69084438,2021
THEFT BY SHOPLIFTING,30.23520584,-97.7913737,2021
ASSAULT WITH INJURY,30.36994699,-97.71699137,2021
HARASSMENT OF A PUBLIC SERVANT,30.30864807,-97.73435365,2021
BURGLARY OF VEHICLE,30.23552376,-97.79686714,2021
EVADING / FOOT,30.22492937,-97.70344663,2021
MAIL THEFT,30.24347409,-97.72722227,2021
POSS CONTROLLED SUB/SYN NARC,30.17932364,-97.8402354,2021
BURGLARY OF VEHICLE,30.30240746,-97.7216307,2021
AUTO THEFT,30.1814068,-97.74931175,2021
THEFT BY SHOPLIFTING,30.3486757,-97.71604932,2021
ASSAULT WITH INJURY,30.33833356,-97.6770905,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31300008,-97.73304451,2021
BURGLARY OF RESIDENCE,30.3257346,-97.68909195,2021
DISTURBANCE - OTHER,30.41415219,-97.70668725,2021
MAIL THEFT,30.29278757,-97.72518396,2021
FAMILY DISTURBANCE,30.2619872,-97.73863229,2021
BURGLARY OF VEHICLE,30.3365449,-97.69155742,2021
DWI,30.23282018,-97.7924247,2021
IDENTITY THEFT,30.32366163,-97.70961354,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.24894891,-97.76708499,2021
THEFT BY SHOPLIFTING,30.23520584,-97.7913737,2021
CRIMINAL TRESPASS/TRANSIENT,30.16548757,-97.78952006,2021
POSS CONTROLLED SUB/NARCOTIC,30.36083045,-97.69341365,2021
POSS CONTROLLED SUB/NARCOTIC,30.30983202,-97.71011318,2021
DWI 2ND,30.15930957,-97.74965884,2021
CRIMINAL MISCHIEF,30.15874129,-97.74548998,2021
CRIMINAL TRESPASS,30.3321986,-97.70517392,2021
CRIMINAL TRESPASS,30.31496958,-97.66295142,2021
BURGLARY OF VEHICLE,30.23911719,-97.7487875,2021
THEFT,30.20916378,-97.8159031,2021
FAMILY DISTURBANCE,30.31860654,-97.68793677,2021
THEFT,30.32230599,-97.71379719,2021
THEFT,30.39909507,-97.70970238,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.40977797,-97.69537019,2021
AUTO THEFT,30.22625562,-97.74478634,2021
AUTO THEFT,30.26213912,-97.72674062,2021
BURGLARY OF VEHICLE,30.21085265,-97.75345136,2021
THEFT FROM BUILDING,30.35460161,-97.68584592,2021
FORGERY AND PASSING,30.3130169,-97.73089162,2021
AUTO THEFT,30.41123345,-97.75411462,2021
AUTO THEFT,30.23973812,-97.71651521,2021
CRIMINAL MISCHIEF,30.29160152,-97.72542202,2021
THEFT,30.37165605,-97.68581228,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.2268757,-97.78461889,2021
AGG ASSAULT,30.29874464,-97.6428107,2021
CRASH/FAIL STOP AND RENDER AID,30.42425464,-97.67119665,2021
CRIMINAL TRESPASS,30.26647782,-97.74022892,2021
FAMILY DISTURBANCE,30.26748758,-97.74664336,2021
DWI  .15 BAC OR ABOVE,30.39067265,-97.72206663,2021
FAMILY DISTURBANCE,30.39482649,-97.82733425,2021
CRIMINAL MISCHIEF,30.3257346,-97.68909195,2021
CRIMINAL TRESPASS,30.1683339,-97.78259876,2021
THEFT BY SHOPLIFTING,30.38870523,-97.74495868,2021
PAROLE VIOL,30.34447551,-97.73564299,2021
MAIL THEFT,30.29616681,-97.75162726,2021
BOMB THREAT,30.20459224,-97.74224787,2021
THEFT,30.35552383,-97.71428413,2021
THEFT BY SHOPLIFTING,30.33287835,-97.74058757,2021
BURGLARY OF VEHICLE,30.3077568,-97.71528889,2021
ASSAULT BY THREAT,30.3314895,-97.70318623,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.26529698,-97.74916709,2021
THEFT BY SHOPLIFTING,30.2200027,-97.75439457,2021
THEFT,30.39917159,-97.72356881,2021
THEFT,30.25211551,-97.72491715,2021
THEFT BY SHOPLIFTING,30.32233701,-97.69398812,2021
AUTO THEFT,30.25929949,-97.67143286,2021
AGG ASSAULT,30.36926216,-97.69510501,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20407623,-97.81536757,2021
THEFT OF LICENSE PLATE,30.32619351,-97.69534738,2021
BURGLARY OF VEHICLE,30.30046387,-97.71965158,2021
THEFT CATALYTIC CONVERTER,30.23433699,-97.71398508,2021
AUTO THEFT,30.36665698,-97.7272303,2021
THEFT OF BICYCLE,30.35742942,-97.79566252,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.23706273,-97.75097104,2021
THEFT OF LICENSE PLATE,30.41821733,-97.73289091,2021
IDENTITY THEFT,30.36186037,-97.75951044,2021
IDENTITY THEFT,30.45275137,-97.7969775,2021
FAMILY DISTURBANCE,30.35513364,-97.71537934,2021
HARASSMENT,30.30714138,-97.66939998,2021
THEFT CATALYTIC CONVERTER,30.29817343,-97.74257535,2021
CRIMINAL MISCHIEF,30.36926216,-97.69510501,2021
THEFT,30.33915243,-97.69116575,2021
AUTO THEFT,30.38358525,-97.7166816,2021
DWI,30.32464598,-97.72685909,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.48157204,-97.76914102,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.3282942,-97.69237939,2021
FAMILY DISTURBANCE,30.46647732,-97.7852623,2021
CRED CARD ABUSE - OTHER,30.4414522,-97.7425389,2021
THEFT CATALYTIC CONVERTER,30.29323351,-97.73481626,2021
AUTO THEFT,30.40181568,-97.7047547,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.23778251,-97.83018042,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.27661471,-97.77108685,2021
THEFT,30.35843662,-97.662414,2021
THEFT,30.23322022,-97.83668398,2021
THEFT OF SERVICE,30.36582905,-97.69453919,2021
THEFT,30.39370099,-97.73929464,2021
THEFT CATALYTIC CONVERTER,30.18025836,-97.80293011,2021
AUTO THEFT,30.38299078,-97.7153146,2021
PROTECTIVE ORDER,30.39746108,-97.64643009,2021
CHILD ENDANGERMENT- ABANDONMEN,30.23178511,-97.73358097,2021
THEFT,30.29058839,-97.74817936,2021
ASSAULT BY THREAT,30.16548757,-97.78952006,2021
CHILD CUSTODY INTERFERE,30.16909604,-97.83645727,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.16056764,-97.79244422,2021
CRIMINAL MISCHIEF,30.3303442,-97.73795118,2021
IDENTITY THEFT,30.34993528,-97.73756042,2021
BURGLARY OF VEHICLE,30.24837644,-97.77118674,2021
THEFT BY SHOPLIFTING,30.23520584,-97.7913737,2021
HARASSMENT,30.20535906,-97.87143958,2021
CRASH/FAIL STOP AND RENDER AID,30.28566697,-97.66599001,2021
CRIMINAL MISCHIEF,30.26760896,-97.68087733,2021
ASSAULT WITH INJURY,30.31490942,-97.72089924,2021
BURGLARY OF VEHICLE,30.23911719,-97.7487875,2021
FAMILY DISTURBANCE,30.37204038,-97.72362423,2021
ASSAULT BY CONTACT,30.2309895,-97.70564444,2021
BURGLARY OF RESIDENCE,30.28632431,-97.75003658,2021
CRIMINAL MISCHIEF,30.20686249,-97.8164982,2021
AUTO THEFT,30.22978501,-97.78583752,2021
DISTURBANCE - OTHER,30.31962382,-97.75405572,2021
BURGLARY NON RESIDENCE,30.22146491,-97.72690401,2021
DISTURBANCE - OTHER,30.2996365,-97.64546733,2021
THEFT,30.22943519,-97.72203304,2021
THEFT OF BICYCLE,30.43219011,-97.74518419,2021
HARASSMENT,30.2151947,-97.79345518,2021
FAMILY DISTURBANCE,30.32682864,-97.7029677,2021
DEBIT CARD ABUSE,30.24263577,-97.7227911,2021
DATING DISTURBANCE,30.25625552,-97.71753441,2021
THEFT OF LICENSE PLATE,30.2099818,-97.72809734,2021
THEFT OF TRAILER,30.46052751,-97.79521714,2021
BURGLARY OF VEHICLE,30.1683339,-97.78259876,2021
FAMILY DISTURBANCE,30.21087685,-97.83709995,2021
FAMILY DISTURBANCE,30.22817223,-97.74327172,2021
FAMILY DISTURBANCE,30.31530419,-97.70844911,2021
ASSAULT WITH INJURY,30.26144862,-97.74110221,2021
AUTO THEFT,30.23855989,-97.7232022,2021
POSSESSION OF MARIJUANA,30.20210726,-97.66609646,2021
AUTO THEFT,30.23985929,-97.72069951,2021
AUTO THEFT,30.43429404,-97.77136377,2021
HARASSMENT,30.21783075,-97.80408028,2021
DAMAGE CITY VEHICLE,30.27141771,-97.69684417,2021
CRIMINAL MISCHIEF,30.28411007,-97.65951419,2021
THEFT CATALYTIC CONVERTER,30.30374968,-97.71072227,2021
CRIMINAL MISCHIEF,30.27152216,-97.68643541,2021
FAMILY DISTURBANCE,30.22215573,-97.80527182,2021
ASSAULT BY THREAT,30.36926216,-97.69510501,2021
THEFT,30.34478541,-97.69558416,2021
FRAUD - OTHER,30.32004028,-97.75438698,2021
THEFT,30.38078697,-97.7128525,2021
CRIMINAL TRESPASS,30.37495682,-97.67850837,2021
FRAUD - OTHER,30.39785078,-97.66153467,2021
INDECENT EXPOSURE,30.19863047,-97.83952822,2021
BURGLARY OF VEHICLE,30.40193365,-97.70178795,2021
POSS CONTROLLED SUB/NARCOTIC,30.33915243,-97.69116575,2021
DWI 2ND,30.33512748,-97.69164379,2021
CRIMINAL TRESPASS,30.40730639,-97.67954676,2021
FAMILY DISTURBANCE,30.16662876,-97.61905225,2021
AUTO THEFT,30.37387208,-97.64911745,2021
THEFT BY SHOPLIFTING,30.30046387,-97.71965158,2021
FAMILY DISTURBANCE,30.1930306,-97.74636354,2021
CRED CARD ABUSE - OTHER,30.28421533,-97.74474684,2021
BURGLARY OF VEHICLE,30.36256043,-97.71568839,2021
FAMILY DISTURBANCE,30.23059966,-97.71831164,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.16548757,-97.78952006,2021
DEADLY CONDUCT,30.20092765,-97.74926773,2021
POSS CONTROLLED SUB/NARCOTIC,30.22724757,-97.76098521,2021
CRIMINAL MISCHIEF,30.30046387,-97.71965158,2021
THEFT,30.27716248,-97.75151443,2021
ASSAULT BY THREAT,30.43097913,-97.76101306,2021
AGG ASSAULT,30.31209587,-97.70945568,2021
FAMILY DISTURBANCE,30.23422977,-97.77991129,2021
AGG ROBBERY/DEADLY WEAPON,30.31141944,-97.70543553,2021
NUISANCE ABATEMENT,30.29839052,-97.6257333,2021
THEFT OF BICYCLE,30.26529698,-97.74916709,2021
THEFT OF LICENSE PLATE,30.31339118,-97.70783861,2021
CRIMINAL TRESPASS,30.26052362,-97.71374355,2021
ASSAULT BY THREAT,30.33786402,-97.68098138,2021
THEFT,30.26576515,-97.73546053,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.30116917,-97.71337881,2021
THEFT-NO SUSPECT/FOLLOWUP,30.36518035,-97.71846232,2021
DOC DISPLAY GUN/DEADLY PUB PLC,30.32161289,-97.6800934,2021
CRIMINAL MISCHIEF,30.30784931,-97.69004482,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.17625484,-97.77777756,2021
AUTO THEFT,30.17625484,-97.77777756,2021
AUTO THEFT,30.22554544,-97.68835418,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.43798685,-97.83720369,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39665922,-97.66375058,2021
THEFT OF BICYCLE,30.25571158,-97.7625396,2021
AUTO THEFT,30.32238174,-97.68082997,2021
FEDERAL VIOL/OTHER,30.26403923,-97.74476501,2021
THEFT FROM PERSON,30.32022459,-97.69518403,2021
PROTECTIVE ORDER,,,2021
FAMILY DISTURBANCE,30.4554496,-97.76805519,2021
DWI,30.23468547,-97.82244044,2021
FAMILY DISTURBANCE,30.36794147,-97.71507925,2021
ASSAULT WITH INJURY,30.36794147,-97.71507925,2021
ASSAULT BY THREAT,30.37577494,-97.67564681,2021
THEFT CATALYTIC CONVERTER,30.23644373,-97.78626369,2021
THEFT CATALYTIC CONVERTER,30.30552185,-97.66162478,2021
THEFT CATALYTIC CONVERTER,30.29405407,-97.7306613,2021
HARASSMENT,30.16548757,-97.78952006,2021
CRASH/FAIL STOP AND RENDER AID,30.41685433,-97.74669395,2021
VIOL CITY ORDINANCE - DOG,30.24559738,-97.7674148,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.29930666,-97.67369234,2021
DOC DISPLAY GUN/DEADLY PUB PLC,30.27058401,-97.74144944,2021
BURGLARY NON RESIDENCE,30.41448925,-97.67337989,2021
FAMILY DISTURBANCE,30.30730873,-97.68570743,2021
BURGLARY OF VEHICLE,30.20033189,-97.76888301,2021
FRAUD - OTHER,30.34182869,-97.69210717,2021
THEFT,30.23967702,-97.71823688,2021
CRIMINAL MISCHIEF,30.1625575,-97.82879596,2021
THEFT OF AUTO PARTS,30.34295693,-97.69828512,2021
FAMILY DISTURBANCE,30.25829232,-97.72976239,2021
FAMILY DISTURBANCE,30.20524252,-97.75566255,2021
DISTURBANCE - OTHER,30.39007021,-97.70468785,2021
FAMILY DISTURBANCE,30.37065386,-97.71969052,2021
CRIMINAL MISCHIEF,30.20582317,-97.71474238,2021
FORGERY - OTHER,30.24410742,-97.84454025,2021
CRIMINAL TRESPASS,30.25660569,-97.71946384,2021
THEFT BY SHOPLIFTING,30.22250974,-97.76487063,2021
DISTURBANCE - OTHER,30.43356561,-97.77290028,2021
MAIL THEFT,30.20474205,-97.7857633,2021
RESISTING ARREST OR SEARCH,30.33935253,-97.71944777,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20184665,-97.77187298,2021
MAIL THEFT,30.3258452,-97.72024171,2021
THEFT BY SHOPLIFTING,30.17542488,-97.82564841,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39845766,-97.6481823,2021
HARASSMENT OF A PUBLIC SERVANT,30.26800591,-97.73895215,2021
FAIL TO REGISTER- MINOR VIC,30.26755343,-97.73467415,2021
THEFT,30.26084978,-97.72514692,2021
FAMILY DISTURBANCE,30.23258831,-97.72209348,2021
THEFT,30.36097467,-97.73020655,2021
CRIMINAL MISCHIEF,30.12874322,-97.77748311,2021
THEFT BY SHOPLIFTING,30.23513143,-97.72015908,2021
CHILD CUSTODY INTERFERE,30.16250449,-97.74539238,2021
FRAUD - OTHER,30.38107573,-97.69634255,2021
DEBIT CARD ABUSE,30.19259606,-97.77497082,2021
DEBIT CARD ABUSE,30.20346734,-97.87131998,2021
FAMILY DISTURBANCE,30.31817731,-97.66563025,2021
BURGLARY OF RESIDENCE,30.14143628,-97.80770554,2021
DWI,30.38057698,-97.70836631,2021
DISTURBANCE - OTHER,30.2268757,-97.78461889,2021
HARASSMENT,30.18038398,-97.7577882,2021
AUTO THEFT,30.21091227,-97.65231885,2021
ASSAULT BY CONTACT,30.40827101,-97.69698849,2021
BURGLARY OF VEHICLE,30.3351147,-97.66287894,2021
BURGLARY OF VEHICLE,30.31698392,-97.70801032,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20033189,-97.76888301,2021
HARASSMENT,30.39599576,-97.72293456,2021
THEFT BY SHOPLIFTING,30.4010266,-97.72769096,2021
DISTURBANCE - OTHER,30.27877743,-97.67195099,2021
FAMILY DISTURBANCE,30.17952332,-97.77026779,2021
IDENTITY THEFT,30.25331616,-97.83018322,2021
FAMILY DISTURBANCE,30.21494929,-97.7537948,2021
FAMILY DISTURBANCE,30.31102659,-97.69407875,2021
THEFT,30.41302414,-97.69126076,2021
CRIMINAL MISCHIEF,30.36794147,-97.71507925,2021
POSS CONTROLLED SUB/NARCOTIC,30.35644037,-97.68685154,2021
THEFT BY SHOPLIFTING,30.3885533,-97.74124779,2021
DEBIT CARD ABUSE,30.26688886,-97.73296204,2021
FAMILY DISTURBANCE,30.31554109,-97.70229583,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.43898321,-97.75966943,2021
AGG ASSAULT,30.30393433,-97.64436817,2021
THEFT-NO SUSPECT/FOLLOWUP,30.39665644,-97.72323395,2021
CRASH/FAIL STOP AND RENDER AID,30.23311719,-97.79797557,2021
BURGLARY OF VEHICLE,30.26123516,-97.78668688,2021
FAMILY DISTURBANCE,30.34982118,-97.74797774,2021
DISTURBANCE - OTHER,30.29392136,-97.62926267,2021
CRIMINAL MISCHIEF,30.22616185,-97.77007212,2021
MAIL THEFT,30.29789112,-97.7208084,2021
DISTURBANCE - OTHER,30.29148978,-97.71347041,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.3050146,-97.71690061,2021
CRIMINAL MISCHIEF,30.27180601,-97.75403099,2021
MAIL THEFT,30.24836412,-97.86069405,2021
THEFT,30.31141944,-97.70543553,2021
FAMILY DISTURBANCE,30.19148253,-97.77553852,2021
THEFT,30.23523015,-97.86261401,2021
AUTO THEFT,30.28990958,-97.67453443,2021
THEFT,30.35640453,-97.71498647,2021
FRAUD - OTHER,30.29263386,-97.74623249,2021
FORGERY AND PASSING,30.14618299,-97.78549336,2021
ASSAULT WITH INJURY,30.23258831,-97.72209348,2021
TAMPERING WITH EVIDENCE,30.26149352,-97.71208238,2021
THEFT FROM PERSON,30.2679761,-97.73761583,2021
MAIL THEFT,30.17527613,-97.80424761,2021
VIOL CITY ORDINANCE - WRECKER,30.20067456,-97.77253731,2021
FRAUD DESTRUCTION OF A WRITING,30.22141454,-97.74802924,2021
UNLAWFUL CARRYING WEAPON,30.2619937,-97.57566643,2021
THEFT FROM AUTO,30.31141944,-97.70543553,2021
ONLINE IMPERSONATION,30.2391846,-97.76430677,2021
ASSAULT WITH INJURY,30.24136087,-97.71692105,2021
BURGLARY OF VEHICLE,30.18248681,-97.7545886,2021
MAIL THEFT,30.18083485,-97.85887341,2021
ASSAULT BY CONTACT,30.39624167,-97.70923748,2021
AGG ASSAULT,30.27024005,-97.73940225,2021
FAMILY DISTURBANCE,30.1625575,-97.82879596,2021
MAIL THEFT,30.23595361,-97.87892971,2021
FAMILY DISTURBANCE,30.21151688,-97.71732405,2021
DWI,30.28204668,-97.64961738,2021
THEFT OF TRAILER,30.19910744,-97.78621583,2021
THEFT OF BICYCLE,30.23424542,-97.79259308,2021
CRIMINAL MISCHIEF,30.36794147,-97.71507925,2021
FAMILY DISTURBANCE,30.34064472,-97.7159184,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20087924,-97.72099375,2021
THEFT BY SHOPLIFTING,30.31885552,-97.70700199,2021
AGG ASSAULT,30.35958335,-97.7144181,2021
DWI,30.26928663,-97.7500679,2021
DISTURBANCE - OTHER,30.21860888,-97.75592656,2021
CRED CARD ABUSE - OTHER,30.23820927,-97.72624303,2021
CRIMINAL TRESPASS,30.20383354,-97.81589318,2021
THEFT,30.21528909,-97.70182485,2021
HARASSMENT,30.2128776,-97.7671756,2021
THEFT OF LICENSE PLATE,30.30642702,-97.66943555,2021
AUTO THEFT,30.3843346,-97.70074551,2021
FAMILY DISTURBANCE,30.18921534,-97.90935981,2021
DISTURBANCE - OTHER,30.33160666,-97.70165796,2021
AGG ROBBERY/DEADLY WEAPON,30.26704861,-97.73799247,2021
THEFT,30.34405596,-97.71501406,2021
FORGERY AND PASSING,30.34447398,-97.72635189,2021
THEFT FROM AUTO,30.16912401,-97.61856433,2021
CHILD CUSTODY INTERFERE,30.38639954,-97.75461076,2021
BURGLARY NON RESIDENCE,30.28196584,-97.71040462,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24136087,-97.71692105,2021
AUTO THEFT,30.38377455,-97.71962674,2021
AUTO THEFT,30.2489346,-97.76348982,2021
DOC DISCHARGE GUN - PUB PLACE,30.2996365,-97.64546733,2021
THEFT CATALYTIC CONVERTER,30.29781227,-97.74158031,2021
CHILD CUSTODY INTERFERE,30.15613523,-97.7923582,2021
FAMILY DISTURBANCE,30.36694207,-97.7284025,2021
FAMILY DISTURBANCE,30.26129206,-97.70118248,2021
IDENTITY THEFT,30.33086292,-97.72894543,2021
DATING DISTURBANCE,30.3234336,-97.68807708,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20471189,-97.73729234,2021
THEFT-NO SUSPECT/FOLLOWUP,30.21042163,-97.74749062,2021
DISTURBANCE - OTHER,30.36102776,-97.68763909,2021
AUTO THEFT,30.31497584,-97.73404373,2021
CRIMINAL MISCHIEF,30.34135716,-97.71376819,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.17288322,-97.62710999,2021
CRIMINAL TRESPASS,30.50635528,-97.75827554,2021
THEFT,30.2200027,-97.75439457,2021
AUTO THEFT,30.20314192,-97.77585676,2021
THEFT,30.38447523,-97.72040401,2021
FRAUD-CARD SKIMMER,30.41646354,-97.7461364,2021
IDENTITY THEFT,30.15194313,-97.82831781,2021
THEFT OF BICYCLE,30.37389893,-97.78902795,2021
ASSAULT BY CONTACT,30.24379632,-97.88433709,2021
DATING DISTURBANCE,30.22764855,-97.72330072,2021
THEFT CATALYTIC CONVERTER,30.17360783,-97.80472176,2021
THEFT OF SERVICE,30.41789965,-97.73322952,2021
BURGLARY OF RESIDENCE,30.21565033,-97.81136075,2021
IDENTITY THEFT,30.27544717,-97.75729892,2021
CRIMINAL TRESPASS,30.2061806,-97.75704027,2021
BURGLARY OF VEHICLE,30.26552663,-97.74106559,2021
IDENTITY THEFT,30.46254175,-97.78679508,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.22898359,-97.76732093,2021
CRIMINAL MISCHIEF,30.31149956,-97.73161091,2021
DWI  .15 BAC OR ABOVE,30.21007439,-97.72467488,2021
IDENTITY THEFT,30.25788603,-97.80700704,2021
DISTURBANCE - OTHER,30.20630408,-97.83672415,2021
CRIMINAL TRESPASS/TRANSIENT,30.29649241,-97.71844064,2021
BURGLARY OF VEHICLE,30.23605279,-97.84430439,2021
TERRORISTIC THREAT,30.34404868,-97.71479228,2021
AUTO THEFT,30.187645,-97.76491731,2021
VIOL OF PROTECTIVE ORDER,30.2290038,-97.70310131,2021
DATING DISTURBANCE,30.32094393,-97.71295917,2021
IDENTITY THEFT,30.28606593,-97.71831111,2021
POSSESSION OF MARIJUANA,30.2561049,-97.71891346,2021
FAMILY DISTURBANCE,30.33655654,-97.70859698,2021
DATING DISTURBANCE,30.231629,-97.78936159,2021
PROTECTIVE ORDER,,,2021
BURGLARY NON RESIDENCE,30.21237714,-97.72025847,2021
IDENTITY THEFT,30.26560167,-97.71755684,2021
POSS CONTROLLED SUB/NARCOTIC,30.32852543,-97.72760716,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31796168,-97.70190647,2021
BURGLARY OF VEHICLE,30.23286514,-97.72704294,2021
DWI,30.34637486,-97.71381903,2021
DATING DISTURBANCE,30.26067888,-97.74683528,2021
CRIMINAL TRESPASS/TRANSIENT,30.2859389,-97.70537816,2021
DAMAGE CITY PROP,30.45294042,-97.79137894,2021
AUTO THEFT,30.33947191,-97.6597396,2021
AUTO THEFT,30.31941195,-97.69378598,2021
IDENTITY THEFT,30.31198152,-97.67812337,2021
THEFT,30.17625484,-97.77777756,2021
TERRORISTIC THREAT,30.27116938,-97.73545135,2021
IDENTITY THEFT,30.43228935,-97.84065841,2021
ASSAULT BY CONTACT,30.25917927,-97.71484773,2021
AUTO THEFT,30.31066808,-97.68829387,2021
IDENTITY THEFT,30.35979289,-97.77687576,2021
INVASIVE VISUAL RECORDING,,,2021
DEPENDENT AND NEGLECTED CHILD,,,2021
RAPE,,,2021
SEXUAL ASSAULT OF CHILD/OBJECT,,,2021
PROTECTIVE ORDER,,,2021
PROTECTIVE ORDER,,,2021
FAMILY DISTURBANCE,30.40526665,-97.67189551,2021
THEFT CATALYTIC CONVERTER,30.31554109,-97.70229583,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.18279457,-97.8190055,2021
AUTO THEFT,30.23895001,-97.72075262,2021
DATING DISTURBANCE,30.2007591,-97.76934028,2021
AGG ROBBERY/DEADLY WEAPON,30.32981319,-97.69442089,2021
CHILD CUSTODY INTERFERE,30.32695651,-97.69433415,2021
INTERFERING W/EMERG PHONE CALL,30.47027103,-97.8015806,2021
CRIMINAL TRESPASS,30.23598353,-97.85108125,2021
FALSE ALARM OR REPORT,30.24167237,-97.8166141,2021
AUTO THEFT,30.28498534,-97.74596846,2021
THEFT,30.22593756,-97.79124708,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.2061535,-97.77282905,2021
AUTO THEFT,30.28219347,-97.77004195,2021
FORGERY AND PASSING,30.46531294,-97.80426991,2021
MAIL THEFT,30.23178857,-97.71888757,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.40442676,-97.74525685,2021
AGG ASSAULT,30.39438783,-97.67065387,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.37699184,-97.71085251,2021
CRIMINAL MISCHIEF,30.23152209,-97.79312082,2021
POSS CONTROLLED SUB/NARCOTIC,30.29991417,-97.73875683,2021
POSS OF FIREARM BY FELON,30.3587988,-97.68958413,2021
THEFT,30.23496305,-97.7183772,2021
THEFT,30.43642703,-97.73341209,2021
FAMILY DISTURBANCE,30.2253837,-97.75214159,2021
FAMILY DISTURBANCE,30.23258831,-97.72209348,2021
THEFT,30.30914091,-97.74729881,2021
THEFT BY SHOPLIFTING,30.47939973,-97.79936874,2021
THEFT FROM AUTO,30.43105553,-97.74511309,2021
THEFT,30.46950907,-97.80338821,2021
THEFT BY SHOPLIFTING,30.35709994,-97.73131647,2021
FAMILY DISTURBANCE,30.2290038,-97.70310131,2021
DISTURBANCE - OTHER,30.27355468,-97.69791071,2021
BURGLARY OF VEHICLE,30.38934728,-97.75211765,2021
THEFT FROM PERSON,30.25882293,-97.74400192,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
FAMILY DISTURBANCE,30.23978999,-97.75720161,2021
THEFT CATALYTIC CONVERTER,30.35497716,-97.74125576,2021
ASSAULT BY THREAT,30.29016179,-97.6588965,2021
ASSAULT BY CONTACT,30.23598353,-97.85108125,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.35275942,-97.69147487,2021
