Highest Offense Description,Latitude,Longitude,year
BURGLARY OF RESIDENCE,30.36948655,-97.69959977,2023
CHILD CUSTODY INTERFERE,30.26989179,-97.68460112,2023
MAIL THEFT,30.4443178,-97.77461123,2023
AUTO THEFT,30.30179097,-97.64892252,2023
THEFT,30.39434683,-97.73234179,2023
GRAFFITI,30.25494178,-97.74738498,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.23895001,-97.72075262,2023
MAIL THEFT,30.43905952,-97.74418077,2023
ROBBERY BY ASSAULT,30.28497809,-97.66407904,2023
THEFT OF BICYCLE,30.43398367,-97.66951547,2023
INJURY DISABLED INDIVIDUAL,30.38539571,-97.70018357,2023
ASSAULT BY THREAT,30.29622061,-97.71765563,2023
FAMILY DISTURBANCE,30.36694207,-97.7284025,2023
FAMILY DISTURBANCE,30.35446843,-97.75230576,2023
ARSON,30.23206602,-97.7373964,2023
HARASSMENT,30.40732357,-97.64024043,2023
BURGLARY OF VEH-NO SUSPECT/FU,30.31796168,-97.70190647,2023
FRAUD - OTHER,30.4959058,-97.79512013,2023
CRIMINAL MISCHIEF,30.32628674,-97.6902594,2023
CRIMINAL MISCHIEF,30.36582905,-97.69453919,2023
DWI,30.37602801,-97.67312752,2023
CRED CARD ABUSE - OTHER,30.40219744,-97.72115796,2023
AUTO THEFT,30.33030093,-97.73635755,2023
BURGLARY OF VEHICLE,30.22258053,-97.80310715,2023
BURGLARY OF RESIDENCE,30.30930096,-97.72168505,2023
FAMILY DISTURBANCE,30.47470444,-97.78322843,2023
FAMILY DISTURBANCE,30.23436082,-97.76020977,2023
PROTECTIVE ORDER,30.23517428,-97.69822006,2023
THEFT,30.26922352,-97.69513602,2023
BURGLARY OF VEHICLE,30.22626406,-97.78871429,2023
BURGLARY OF VEHICLE,30.42132475,-97.78607508,2023
CRIMINAL MISCHIEF,30.37521409,-97.71174462,2023
MAIL THEFT,30.24339353,-97.78058761,2023
POSS CONTROLLED SUB/NARCOTIC,30.26825228,-97.75565633,2023
CRIMINAL MISCHIEF,30.31663094,-97.66269304,2023
CRIMINAL MISCHIEF,30.29578414,-97.71917929,2023
THEFT,30.41358272,-97.67568972,2023
FAMILY DISTURBANCE,30.41120683,-97.72706991,2023
CRED CARD ABUSE - OTHER,30.30046387,-97.71965158,2023
CRIMINAL MISCHIEF,30.42296316,-97.68814791,2023
BURGLARY OF RESIDENCE,30.29955637,-97.7882652,2023
MAIL THEFT,30.26293268,-97.69056168,2023
DWI 2ND,30.25039866,-97.73625728,2023
DISTURBANCE - OTHER,30.21740747,-97.78467238,2023
IDENTITY THEFT,30.20033189,-97.76888301,2023
ROBBERY BY ASSAULT,30.40007889,-97.72693605,2023
INDECENT EXPOSURE,30.40879969,-97.74825231,2023
POSS CONTROLLED SUB/SYN NARC,30.23142373,-97.74139816,2023
CRIMINAL TRESPASS,30.40736646,-97.71365627,2023
BURGLARY OF VEHICLE,30.2702955,-97.75058907,2023
FAMILY DISTURBANCE,30.44963582,-97.77496841,2023
THEFT,30.18055281,-97.80349537,2023
FAMILY DISTURBANCE,30.1403564,-97.80051916,2023
CHILD CUSTODY INTERFERE,30.17748431,-97.75487721,2023
THEFT BY SHOPLIFTING,30.47734224,-97.80298245,2023
CRIMINAL MISCHIEF,30.26469252,-97.73790373,2023
DEADLY CONDUCT,30.17057591,-97.78193501,2023
DRIVING WHILE INTOX / FELONY,30.28203539,-97.75038903,2023
PROTECTIVE ORDER,30.18247224,-97.83485169,2023
FAMILY DISTURBANCE,30.3198323,-97.70796135,2023
DWI,30.20257875,-97.63987486,2023
BURGLARY OF VEHICLE,30.38417754,-97.74574641,2023
THEFT OF LICENSE PLATE,30.35717868,-97.71518429,2023
AUTO THEFT,30.23178857,-97.71888757,2023
MAIL THEFT,30.28109676,-97.6799458,2023
MAIL THEFT,30.32105458,-97.6779688,2023
POSS CONTROLLED SUB/NARCOTIC,30.36425904,-97.68162568,2023
BURGLARY OF VEHICLE,30.48524383,-97.79809718,2023
AUTO THEFT,30.20472248,-97.6670027,2023
BURGLARY OF VEHICLE,30.36948655,-97.69959977,2023
FAMILY DISTURBANCE,30.35833675,-97.75305537,2023
FORGERY AND PASSING,30.26755343,-97.73467415,2023
THEFT,30.34797018,-97.7050867,2023
DISTURBANCE - OTHER,30.23145903,-97.76376162,2023
FAMILY DISTURBANCE,30.33501186,-97.71645171,2023
AUTO THEFT,30.49809521,-97.77033679,2023
DOC FIGHTING,30.26706762,-97.73933857,2023
INJURY TO ELDERLY PERSON,30.26800591,-97.73895215,2023
THEFT,30.2301769,-97.73117912,2023
THEFT OF HEAVY EQUIPMENT,30.14352539,-97.79611038,2023
FORGERY AND PASSING,30.21244392,-97.76598378,2023
CRIMINAL MISCHIEF,30.26878266,-97.7452652,2023
CRIMINAL MISCHIEF,30.23783528,-97.71317116,2023
CRIMINAL TRESPASS,30.24239477,-97.77656891,2023
DWI,30.43719269,-97.78184681,2023
BURGLARY OF VEHICLE,30.22033093,-97.79075491,2023
BURGLARY OF VEHICLE,30.41340263,-97.75516724,2023
FAMILY DISTURBANCE/PARENTAL,30.17342967,-97.7951638,2023
THEFT,30.39113101,-97.71284738,2023
CRIMINAL MISCHIEF-NO SUSPECT,30.2252503,-97.74417036,2023
AUTO THEFT,30.24286784,-97.72959857,2023
CRIMINAL TRESPASS,30.25174715,-97.69831584,2023
AUTO THEFT,30.46058527,-97.78286556,2023
CRIMINAL MISCHIEF,30.46041702,-97.78353355,2023
AUTO THEFT,30.19731659,-97.77213239,2023
ASSAULT BY CONTACT,30.37829667,-97.6877363,2023
THEFT OF BICYCLE,30.24850066,-97.73393875,2023
AGG ASSAULT,30.23802714,-97.75365349,2023
ASSAULT BY CONTACT,30.19374785,-97.74089551,2023
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2023
CRASH/FAIL STOP AND RENDER AID,30.21978781,-97.74742039,2023
CRASH/FAIL STOP AND RENDER AID,30.26508449,-97.73254805,2023
THEFT,30.4045869,-97.85165183,2023
CIVIL DISTURBANCE/DEMO,30.20157251,-97.80457242,2023
BREACH OF COMPUTER SECURITY,,,2023
BURGLARY OF RESIDENCE,30.35669713,-97.68450078,2023
CRIMINAL MISCHIEF,30.43062895,-97.78191267,2023
DISTURBANCE - OTHER,30.30512785,-97.68052762,2023
CRIMINAL MISCHIEF,30.2460256,-97.75695923,2023
AUTO THEFT,30.19031623,-97.76659708,2023
INDECENT ASSAULT,30.30910317,-97.75990953,2023
DWI,30.27864694,-97.73054116,2023
BURGLARY OF VEHICLE,30.32161289,-97.6800934,2023
AUTO THEFT,30.31714242,-97.7145492,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.37965521,-97.68133553,2023
FORGERY AND PASSING,30.19406067,-97.87356693,2023
AUTO THEFT,30.32067509,-97.69850051,2023
ASSAULT WITH INJURY,30.37148551,-97.71717801,2023
THEFT,30.29522977,-97.78423373,2023
ASSAULT WITH INJURY,30.20352997,-97.642733,2023
THEFT BY SHOPLIFTING,30.30178349,-97.69866762,2023
BURGLARY OF VEHICLE,30.25525135,-97.76167113,2023
RAPE,,,2023
CRUELTY TO ANIMALS,30.41432096,-97.67840164,2023
DEBIT CARD ABUSE,30.39588811,-97.66621497,2023
DISCLOSE/PROMO INTIMATE VISUAL,,,2023
CRIMINAL TRESPASS,30.37020829,-97.68842762,2023
MAIL THEFT,30.30305077,-97.64394269,2023
BURGLARY NON RESIDENCE,30.23422117,-97.72043394,2023
AGG ASSAULT,30.35905154,-97.71463869,2023
AUTO THEFT,30.20716215,-97.84633435,2023
TERRORISTIC THREAT,30.40806409,-97.74627931,2023
THEFT,30.23258831,-97.72209348,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.24850066,-97.73393875,2023
POSSESSION OF MARIJUANA,30.28472442,-97.65982676,2023
THEFT BY SHOPLIFTING,30.23282018,-97.7924247,2023
INDECENT EXPOSURE,30.27608681,-97.74277834,2023
CRIMINAL MISCHIEF,30.15657417,-97.75435266,2023
CRIMINAL MISCHIEF,30.25315485,-97.73342695,2023
BURGLARY OF RESIDENCE,30.2535916,-97.74303973,2023
DWI,30.19169811,-97.75761957,2023
CRUELTY TO ANIMALS,30.25623271,-97.752619,2023
ASSAULT BY CONTACT,30.20200809,-97.6668813,2023
THEFT,30.36206368,-97.70176254,2023
DWI - DRUG RECOGNITION EXPERT,30.38710905,-97.74286648,2023
BURGLARY OF RESIDENCE,30.22398705,-97.76983214,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.26744207,-97.75475593,2023
CRED CARD ABUSE - OTHER,30.49143088,-97.79413921,2023
DEBIT CARD ABUSE,30.38727361,-97.75951416,2023
AGG ASSAULT,30.22554544,-97.68835418,2023
THEFT OF TRAILER,30.22221713,-97.76097983,2023
THEFT,30.41400576,-97.7086714,2023
VIOL OF EMERG PROTECTIVE ORDER,30.27772015,-97.66647261,2023
AUTO THEFT,30.4010266,-97.72769096,2023
THEFT,30.26718461,-97.73846092,2023
FRAUD - OTHER,30.28593807,-97.70721628,2023
ASSAULT BY CONTACT,30.20191932,-97.78267774,2023
FRAUD - OTHER,30.43519153,-97.7838391,2023
MAIL THEFT,30.43137825,-97.74706906,2023
BURGLARY OF VEHICLE,30.27804045,-97.74922522,2023
FRAUD - OTHER,30.34801409,-97.70333819,2023
HARASSMENT,30.25907945,-97.72397497,2023
ASSAULT WITH INJURY,30.27804045,-97.74922522,2023
THEFT FROM PERSON,30.26543655,-97.74708803,2023
THEFT OF BICYCLE,30.2535916,-97.74303973,2023
DEL CONTROLLED SUB/NARCOTIC,30.33786402,-97.68098138,2023
THEFT,30.36920579,-97.6911639,2023
FAMILY DISTURBANCE,30.43815984,-97.77599358,2023
ASSAULT WITH INJURY,30.33080078,-97.72102379,2023
VIOL OF PROTECTIVE ORDER,30.19791491,-97.78033282,2023
ASSAULT WITH INJURY,30.44530254,-97.66678052,2023
POSSESSION OF MARIJUANA,30.41580689,-97.6959097,2023
AGG ASSAULT,30.267699,-97.73792112,2023
CRIMINAL MISCHIEF,30.23587582,-97.85901834,2023
BURGLARY OF VEHICLE,30.27155189,-97.70565256,2023
EVADING VEHICLE,30.19706542,-97.76453706,2023
CRIMINAL TRESPASS,30.28897532,-97.74879302,2023
DEBIT CARD ABUSE,30.22554544,-97.68835418,2023
TERRORISTIC THREAT,30.19024366,-97.77011322,2023
THEFT OF BICYCLE,30.2633942,-97.7271915,2023
EXPLOITATION OF CHILD/ELDERLY,30.22341305,-97.68724709,2023
BURGLARY OF VEHICLE,30.31796168,-97.70190647,2023
VIOL OF CAMPING ORDINANCE,30.26735144,-97.73909331,2023
CRIMINAL MISCHIEF,30.19840315,-97.76404239,2023
THEFT,30.29930666,-97.67369234,2023
THEFT OF BICYCLE,30.24216416,-97.7308371,2023
IMPERSONATING PUBLIC SERVANT,30.46117791,-97.77505245,2023
THEFT FROM PERSON,30.26671242,-97.73891086,2023
FAMILY DISTURBANCE,30.28517665,-97.71584112,2023
ASSAULT BY CONTACT,30.3358085,-97.68612384,2023
AGG ASSAULT,30.26025754,-97.76348309,2023
MAIL THEFT,30.30161114,-97.65044897,2023
FAMILY DISTURBANCE,30.34949994,-97.69667299,2023
CRIMINAL TRESPASS,30.22173048,-97.69220842,2023
THEFT,30.33412237,-97.71585755,2023
IDENTITY THEFT,30.27580329,-97.76352872,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.43679083,-97.77395725,2023
THEFT,30.26536241,-97.73988183,2023
FRAUD - OTHER,30.33786402,-97.68098138,2023
CRIMINAL MISCHIEF,30.16268082,-97.78820132,2023
THEFT OF BICYCLE,30.28463959,-97.71607435,2023
AUTO THEFT,30.35850633,-97.6999662,2023
CRIMINAL TRESPASS,30.3212758,-97.71978529,2023
CRIMINAL MISCHIEF-NO SUSPECT,30.25889704,-97.89207082,2023
DEBIT CARD ABUSE,30.23322022,-97.83668398,2023
THEFT OF BICYCLE,30.36499057,-97.69790197,2023
BURGLARY OF RESIDENCE,30.20153281,-97.75240838,2023
AUTO THEFT,30.26487905,-97.74699207,2023
THEFT,30.43022792,-97.74199003,2023
BURGLARY OF VEH-NO SUSPECT/FU,30.33993152,-97.71857277,2023
THEFT OF BICYCLE,30.2526407,-97.73235099,2023
IDENTITY THEFT,30.37061151,-97.68877499,2023
CHILD CUSTODY INTERFERE,30.19825805,-97.75368004,2023
CRIMINAL MISCHIEF,30.24136087,-97.71692105,2023
ASSAULT BY CONTACT,30.31457157,-97.7035681,2023
IDENTITY THEFT,30.22684515,-97.75519685,2023
AUTO THEFT,30.1870381,-97.78036378,2023
FRAUD - OTHER,30.45892273,-97.80812036,2023
BURGLARY OF RESIDENCE,30.23013867,-97.73987117,2023
THEFT OF BICYCLE,30.17092894,-97.73170142,2023
IDENTITY THEFT,30.33786402,-97.68098138,2023
CRIMINAL MISCHIEF,30.37229321,-97.74328983,2023
ARSON,30.3100841,-97.68292415,2023
CRIMINAL TRESPASS,30.26873118,-97.74435087,2023
BURGLARY OF RESIDENCE,30.36737502,-97.78929838,2023
FRAUD - OTHER,30.19835661,-97.78925936,2023
ASSAULT BY THREAT,30.35791759,-97.71486928,2023
DATING DISTURBANCE,30.2304926,-97.7758008,2023
FAMILY DISTURBANCE,30.17423416,-97.83719499,2023
CRIMINAL TRESPASS,30.27857517,-97.70104078,2023
ARSON,30.1908784,-97.73407063,2023
ASSAULT WITH INJURY,30.27804045,-97.74922522,2023
FAMILY DISTURBANCE,30.43137825,-97.74706906,2023
IDENTITY THEFT,30.28421533,-97.74474684,2023
THEFT,30.3944735,-97.74827156,2023
CRIMINAL MISCHIEF,30.34296038,-97.71348683,2023
DOC DISCHARGE GUN - PUB PLACE,30.32695651,-97.69433415,2023
DISTURBANCE - OTHER,30.31139869,-97.77938775,2023
THEFT,30.29622061,-97.71765563,2023
THEFT,30.25994458,-97.75543457,2023
DISTURBANCE - OTHER,30.33023848,-97.74197113,2023
CRIMINAL MISCHIEF,30.41713194,-97.788366,2023
FAMILY DISTURBANCE,30.18747513,-97.74923177,2023
FAMILY DISTURBANCE,30.22488171,-97.69097575,2023
CRIMINAL MISCHIEF,30.27138804,-97.74448875,2023
CRIMINAL TRESPASS,30.28281139,-97.74114647,2023
DWI  .15 BAC OR ABOVE,30.21539974,-97.76169657,2023
FAMILY DISTURBANCE/PARENTAL,30.27908142,-97.71003618,2023
BURGLARY OF VEHICLE,30.35833675,-97.75305537,2023
CRED CARD ABUSE - OTHER,30.18408427,-97.8227803,2023
ASSAULT BY CONTACT,30.3767991,-97.73177781,2023
PROTECTIVE ORDER,30.22845755,-97.88286692,2023
BURGLARY OF RESIDENCE,30.18741445,-97.78241164,2023
BURGLARY OF VEHICLE,30.20619268,-97.86459789,2023
ARSON,30.41267771,-97.72961637,2023
ASSAULT WITH INJURY,30.33940518,-97.71784822,2023
THEFT OF AUTO PARTS,30.45970065,-97.78873695,2023
AUTO THEFT,30.19593262,-97.7579816,2023
BURGLARY OF VEHICLE,30.23154675,-97.72604914,2023
DOC EXPOSURE,30.19061184,-97.7722943,2023
FAILURE TO IDENTIFY,30.32214792,-97.69321973,2023
DATING DISTURBANCE,30.27038016,-97.73817224,2023
MAIL THEFT,30.22253274,-97.7423905,2023
HARASSMENT,30.41260065,-97.6958102,2023
AUTO THEFT,30.19961762,-97.82599881,2023
FAMILY DISTURBANCE,30.19148253,-97.77553852,2023
BURGLARY OF VEHICLE,30.29242686,-97.74537915,2023
FAMILY DISTURBANCE,30.28325389,-97.71623234,2023
BURGLARY OF RESIDENCE,30.23274336,-97.77860764,2023
BURGLARY OF VEHICLE,30.36917279,-97.80245837,2023
DISTURBANCE - OTHER,30.31273375,-97.73022088,2023
FAMILY DISTURBANCE,30.46721421,-97.78691606,2023
FAMILY DISTURBANCE,30.23496305,-97.7183772,2023
MAIL THEFT,30.3377148,-97.71480249,2023
CRIMINAL MISCHIEF,30.31055751,-97.74444596,2023
ASSAULT BY THREAT,30.27220461,-97.69806164,2023
POSS CONTROLLED SUB/NARCOTIC,30.2546577,-97.71794519,2023
THEFT BY SHOPLIFTING,30.31854258,-97.73117374,2023
CRIMINAL TRESPASS,30.30294307,-97.73594314,2023
ASSAULT BY THREAT FAM/DATING,30.18352332,-97.75798627,2023
BURGLARY OF VEHICLE,30.21454555,-97.77617552,2023
POSS CONTROLLED SUB/NARCOTIC,30.20847241,-97.78152942,2023
URINATING IN PUBLIC PLACE,30.26735144,-97.73909331,2023
FAMILY DISTURBANCE,30.44782211,-97.76389024,2023
CRIMINAL MISCHIEF,30.23770202,-97.72794185,2023
IDENTITY THEFT,30.22066677,-97.87543872,2023
UNLAWFUL CARRYING WEAPON,30.26274087,-97.74203386,2023
DEBIT CARD ABUSE,30.36098844,-97.68546762,2023
AUTO THEFT,30.26254646,-97.72553832,2023
MAIL THEFT,30.27596752,-97.76444963,2023
HARASSMENT,30.26687522,-97.74587398,2023
CRIMINAL TRESPASS,30.27352134,-97.70057019,2023
THEFT,30.35987625,-97.69035066,2023
CRIMINAL MISCHIEF,30.27270295,-97.72483619,2023
FAMILY DISTURBANCE,30.23606139,-97.83443452,2023
CRIMINAL MISCHIEF,30.37316263,-97.75436204,2023
DISTURBANCE - OTHER,30.32787235,-97.70826571,2023
HARASSMENT,30.37149133,-97.71140175,2023
DISTURBANCE - OTHER,30.27070373,-97.7088221,2023
CRIMINAL TRESPASS,30.41525799,-97.67013132,2023
CRIMINAL MISCHIEF,30.45560604,-97.80254371,2023
BURGLARY OF VEHICLE,30.24347409,-97.72722227,2023
CRIMINAL MISCHIEF,30.21577256,-97.82978492,2023
DAMAGE CITY VEHICLE,,,2023
THEFT FROM PERSON,30.23946588,-97.75203127,2023
IDENTITY THEFT,30.22409996,-97.89029005,2023
FAMILY DISTURBANCE,30.43022792,-97.74199003,2023
FAMILY DISTURBANCE/PARENTAL,30.20102193,-97.83466643,2023
FAMILY DISTURBANCE,30.23474466,-97.75536289,2023
CRIMINAL TRESPASS,30.36442773,-97.69460608,2023
DAMAGE CITY PROP,30.24716159,-97.73598954,2023
THEFT BY SHOPLIFTING,30.3885533,-97.74124779,2023
ASSAULT BY THREAT,30.39759159,-97.7051808,2023
CHILD CUSTODY INTERFERE,30.30416174,-97.7651667,2023
BURGLARY OF VEHICLE,30.36064572,-97.74971104,2023
THEFT,30.38756335,-97.74384408,2023
IDENTITY THEFT,30.18507078,-97.81741405,2023
ASSAULT WITH INJURY,30.44938547,-97.80271661,2023
FAMILY DISTURBANCE,30.40055624,-97.70530305,2023
BURGLARY OF VEHICLE,30.34922301,-97.75501476,2023
THEFT OF LICENSE PLATE,30.25893229,-97.69997951,2023
ASSAULT WITH INJURY,30.33050022,-97.72314671,2023
ASSAULT WITH INJURY,30.27751011,-97.77281544,2023
THEFT OF LICENSE PLATE,30.31798163,-97.66613972,2023
ASSAULT BY CONTACT,30.3985376,-97.74836248,2023
THEFT,30.36307541,-97.79300205,2023
PROTECTIVE ORDER,0.00011857,-0.00013208,2023
BURGLARY OF VEHICLE,30.35627407,-97.75538445,2023
CRIMINAL MISCHIEF,30.35562397,-97.75574434,2023
THEFT OF BICYCLE,30.21158016,-97.83748394,2023
IDENTITY THEFT,,,2023
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21661193,-97.69620563,2023
THEFT OF LICENSE PLATE,30.45105749,-97.80815505,2023
CRIMINAL TRESPASS,30.26438022,-97.76402921,2023
FAMILY DISTURBANCE,30.15739086,-97.84337098,2023
THEFT,30.35717868,-97.71518429,2023
AUTO THEFT,30.50065668,-97.77217431,2023
FAMILY DISTURBANCE,30.17933952,-97.75659095,2023
MAIL THEFT,30.40055624,-97.70530305,2023
CRIMINAL MISCHIEF,30.31941418,-97.69149066,2023
DEL SYNTHETIC MARIJUANA,30.26768257,-97.74145762,2023
CRED CARD ABUSE - OTHER,30.28868493,-97.76005777,2023
DISTURBANCE - OTHER,30.19205229,-97.78107344,2023
AUTO THEFT,30.26975148,-97.75580642,2023
FORGERY AND PASSING,30.34321172,-97.77483548,2023
BURGLARY OF RESIDENCE,30.27175094,-97.73809103,2023
DOC DISPLAY GUN/DEADLY PUB PLC,30.20156664,-97.78637581,2023
AUTO THEFT,30.36679701,-97.69560063,2023
AGG ASSAULT,30.20059449,-97.81090206,2023
THEFT,30.45105749,-97.80815505,2023
THEFT,30.28593807,-97.70721628,2023
FAMILY DISTURBANCE,30.3212646,-97.68346668,2023
THEFT,30.34165057,-97.7292535,2023
BURGLARY OF RESIDENCE,30.1660171,-97.79735568,2023
CRIMINAL MISCHIEF,30.48157204,-97.76914102,2023
THEFT OF TRAILER,30.37344928,-97.60793683,2023
BURGLARY OF VEHICLE,30.30046387,-97.71965158,2023
THEFT OF LICENSE PLATE,30.35641625,-97.71663848,2023
THEFT,30.39833707,-97.69553728,2023
THEFT,30.3567587,-97.60595051,2023
MAIL THEFT,30.42988563,-97.69856501,2023
BURGLARY OF RESIDENCE,30.3447253,-97.70042168,2023
THEFT,30.20200809,-97.6668813,2023
BURGLARY OF VEHICLE,30.25361016,-97.71002489,2023
THEFT,30.26438581,-97.74340598,2023
THEFT OF BICYCLE,30.27628979,-97.71824321,2023
INJURY TO CHILD,30.31196203,-97.66037817,2023
POSS OF DRUG PARAPHERNALIA,30.37577494,-97.67564681,2023
MAIL THEFT,30.1840167,-97.83549555,2023
AGG ASSAULT,30.267699,-97.73792112,2023
THEFT,30.21539974,-97.76169657,2023
AUTO THEFT,30.23307629,-97.72836438,2023
IDENTITY THEFT,30.19928483,-97.73332835,2023
CRIMINAL TRESPASS,30.30981328,-97.68060169,2023
CRIMINAL MISCHIEF,30.34997755,-97.71622964,2023
DOC FIGHTING,30.24770862,-97.89638306,2023
AUTO THEFT,30.16826566,-97.82563477,2023
CRIMINAL MISCHIEF,30.32880293,-97.70214027,2023
AGG ASSAULT,30.23254659,-97.72126159,2023
AGG ASSAULT,30.20016505,-97.86850071,2023
AUTO THEFT,30.22221713,-97.76097983,2023
AUTO THEFT,30.23351611,-97.80758751,2023
AUTO THEFT,30.19031623,-97.76659708,2023
AUTO THEFT,30.39588717,-97.67969927,2023
BURGLARY NON RESIDENCE,30.19581109,-97.84389104,2023
FRAUD - OTHER,30.31954402,-97.70328992,2023
THEFT BY SHOPLIFTING,30.30046387,-97.71965158,2023
VIOL OF PROTECTIVE ORDER,30.38938862,-97.7662405,2023
THEFT,30.22863461,-97.70615193,2023
AUTO THEFT,30.22762472,-97.70894438,2023
THEFT OF LICENSE PLATE,30.32574912,-97.71391613,2023
FRAUD - OTHER,30.4120361,-97.69176384,2023
AGG ASSAULT ON PEACE OFFICER,30.32401832,-97.69002352,2023
IDENTITY THEFT,30.35350308,-97.70759671,2023
HARASSMENT,30.26744207,-97.75475593,2023
BURGLARY NON RESIDENCE,30.21130802,-97.75421187,2023
AGG ASSAULT,30.23165557,-97.73600747,2023
THEFT,30.23723328,-97.78323375,2023
THEFT,30.26564935,-97.73449727,2023
CRIMINAL MISCHIEF,30.16962853,-97.78711941,2023
FRAUD - OTHER,30.25206682,-97.70906572,2023
MAIL THEFT,30.28516254,-97.74820742,2023
FAMILY DISTURBANCE,30.13591411,-97.77024059,2023
TERRORISTIC THREAT,30.23581695,-97.72262067,2023
WARRANT ARREST NON TRAFFIC,30.30226739,-97.74332759,2023
CRIMINAL MISCHIEF,30.36756253,-97.6736687,2023
THEFT OF SERVICE,30.20163118,-97.76935196,2023
THEFT,30.17938079,-97.77579237,2023
FRAUD - OTHER,30.49555837,-97.79424001,2023
THEFT BY SHOPLIFTING,30.33375231,-97.74082725,2023
AUTO THEFT,30.31300008,-97.73304451,2023
FRAUD - OTHER,30.21191191,-97.77127991,2023
AUTO THEFT,30.19326663,-97.78059495,2023
BURGLARY OF RESIDENCE,30.301905,-97.64203159,2023
THEFT BY SHOPLIFTING,30.16291061,-97.79312325,2023
UNLAWFUL CARRYING WEAPON,30.30738273,-97.70923515,2023
RESISTING ARREST OR SEARCH,30.3447253,-97.70042168,2023
POSSESSION OF MARIJUANA,30.23146369,-97.73495474,2023
THEFT,30.3130577,-97.70834221,2023
AUTO THEFT,30.30416717,-97.70156941,2023
MAIL THEFT,30.24369822,-97.72850549,2023
BURGLARY OF VEHICLE,30.36920579,-97.6911639,2023
VIOL CITY ORDINANCE - WRECKER,30.37553896,-97.67806411,2023
ASSAULT WITH INJURY,30.22438247,-97.72917527,2023
POSS CONTROLLED SUB/NARCOTIC,30.23178678,-97.73732472,2023
CRIMINAL MISCHIEF,30.3819109,-97.65817272,2023
THEFT,30.34806573,-97.67198009,2023
THEFT OF LICENSE PLATE,30.35156677,-97.691257,2023
CAPITAL MURDER,30.18782648,-97.7874978,2023
BURGLARY OF VEHICLE,30.39665922,-97.66375058,2023
THEFT,30.4705168,-97.80651783,2023
MAIL THEFT,30.42948634,-97.77232311,2023
TERRORISTIC THREAT,30.29781494,-97.7713988,2023
AUTO THEFT,30.36871033,-97.70372535,2023
IDENTITY THEFT,30.37225127,-97.71763937,2023
POSS OF DRUG PARAPHERNALIA,30.41803961,-97.67123819,2023
AGG ASSAULT,30.40736646,-97.71365627,2023
THEFT,30.36679701,-97.69560063,2023
FAMILY DISTURBANCE/PARENTAL,30.30318897,-97.64384375,2023
FAMILY DISTURBANCE,30.38642758,-97.76354666,2023
AUTO THEFT,30.21712798,-97.79872143,2023
CRIMINAL TRESPASS,30.40965856,-97.68223636,2023
DWI - CHILD PASSENGER,30.39370099,-97.73929464,2023
CRED CARD ABUSE - OTHER,30.2946407,-97.74482537,2023
BURGLARY OF VEH-NO SUSPECT/FU,30.20012355,-97.73698186,2023
FAMILY DISTURBANCE,30.46499641,-97.64335916,2023
THEFT OF LICENSE PLATE,30.20414709,-97.80918811,2023
CRIMINAL TRESPASS,30.33915243,-97.69116575,2023
PROTECTIVE ORDER,30.38973342,-97.64647729,2023
PROTECTIVE ORDER,30.38938862,-97.7662405,2023
BURGLARY OF VEH-NO SUSPECT/FU,30.21760294,-97.78703285,2023
FAMILY DISTURBANCE,30.37276703,-97.69113929,2023
PROTECTIVE ORDER,30.25315485,-97.73342695,2023
POSSESSION OF MARIJUANA,30.36679701,-97.69560063,2023
BURGLARY OF VEHICLE,30.18167427,-97.77743163,2023
DOC EXPOSURE,30.26740166,-97.73682014,2023
THEFT,30.22842038,-97.70992361,2023
ASSAULT BY CONTACT,30.19545221,-97.73800341,2023
CRIMINAL MISCHIEF-NO SUSPECT,30.2290038,-97.70310131,2023
AUTO THEFT,30.2348561,-97.78968835,2023
ASSAULT BY THREAT,30.26766034,-97.69348674,2023
FRAUD - OTHER,30.36871033,-97.70372535,2023
AUTO THEFT,30.20544307,-97.85398429,2023
MAIL THEFT,30.44679577,-97.76771735,2023
BURGLARY OF VEHICLE,30.15147327,-97.79331622,2023
DAMAGE CITY PROP,30.39818639,-97.70508209,2023
DAMAGE CITY VEHICLE,30.26755343,-97.73467415,2023
THEFT BY SHOPLIFTING,30.24632954,-97.7692295,2023
AUTO THEFT,30.21565645,-97.71370627,2023
BURGLARY OF RESIDENCE,30.42922507,-97.76434159,2023
MAIL THEFT,30.38417754,-97.74574641,2023
THEFT,30.28668713,-97.66954933,2023
FAMILY DISTURBANCE,30.38637896,-97.76125748,2023
CRED CARD ABUSE - OTHER,30.4705168,-97.80651783,2023
CRIMINAL TRESPASS,30.20986553,-97.65145489,2023
BURGLARY OF VEHICLE,30.20876283,-97.71687298,2023
BURGLARY OF RESIDENCE,30.2047188,-97.63309584,2023
FRAUD - OTHER,30.24109726,-97.74537365,2023
AUTO THEFT,30.27540734,-97.75463506,2023
FAMILY DISTURBANCE/PARENTAL,30.39438783,-97.67065387,2023
